파일,충방전,판정,시점,label,예측,Hotelling_T2,SPE
Test03_OK_chg,충전,OK,134,0,0,8.1671,0.1747
Test03_OK_chg,충전,OK,135,0,0,12.0811,0.0343
Test03_OK_chg,충전,OK,136,0,0,5.2008,0.0995
Test03_OK_chg,충전,OK,137,0,0,9.5949,0.16
Test03_OK_chg,충전,OK,138,0,0,15.1375,1.9089
Test03_OK_chg,충전,OK,139,0,0,9.5086,0.5843
Test03_OK_chg,충전,OK,140,0,0,8.2104,0.1161
Test03_OK_chg,충전,OK,141,0,0,7.04,0.082
Test03_OK_chg,충전,OK,142,0,0,21.4041,0.0951
Test03_OK_chg,충전,OK,143,0,0,10.3654,0.2041
Test03_OK_chg,충전,OK,144,0,0,6.3428,0.0213
Test03_OK_chg,충전,OK,145,0,0,5.9177,0.0905
Test03_OK_chg,충전,OK,146,0,0,10.5171,0.7968
Test03_OK_chg,충전,OK,147,0,0,18.8074,0.0882
Test03_OK_chg,충전,OK,148,0,0,14.0266,0.4141
Test03_OK_chg,충전,OK,149,0,0,13.9728,0.0615
Test03_OK_chg,충전,OK,150,0,0,24.7979,0.4005
Test03_OK_chg,충전,OK,151,0,0,6.4417,0.0781
Test03_OK_chg,충전,OK,152,0,0,7.7993,0.527
Test03_OK_chg,충전,OK,153,0,0,10.3624,1.0726
Test03_OK_chg,충전,OK,154,0,0,5.2499,0.1868
Test03_OK_chg,충전,OK,155,0,0,12.737,0.8678
Test03_OK_chg,충전,OK,156,0,0,10.5518,0.1652
Test03_OK_chg,충전,OK,157,0,0,10.2653,0.1237
Test03_OK_chg,충전,OK,158,0,0,16.2887,0.1167
Test03_OK_chg,충전,OK,159,0,0,28.94,5.7959
Test03_OK_chg,충전,OK,160,0,0,50.8597,0.0112
Test03_OK_chg,충전,OK,161,0,0,17.4677,0.1157
Test03_OK_chg,충전,OK,162,0,0,10.6972,2.1968
Test03_OK_chg,충전,OK,163,0,0,18.0394,0.1304
Test03_OK_chg,충전,OK,164,0,0,24.0681,1.1756
Test03_OK_chg,충전,OK,165,0,0,14.1861,0.2218
Test03_OK_chg,충전,OK,166,0,0,23.9474,0.0558
Test03_OK_chg,충전,OK,167,0,0,15.4793,0.0238
Test03_OK_chg,충전,OK,168,0,0,18.4061,0.4797
Test03_OK_chg,충전,OK,169,0,0,17.4119,0.3409
Test03_OK_chg,충전,OK,170,0,0,13.9319,2.4883
Test03_OK_chg,충전,OK,171,0,0,18.2803,0.0004
Test03_OK_chg,충전,OK,172,0,0,8.4527,0.1146
Test03_OK_chg,충전,OK,173,0,0,30.691,0.2342
Test03_OK_chg,충전,OK,174,0,0,23.8011,0.0568
Test03_OK_chg,충전,OK,175,0,0,16.5998,0.0196
Test03_OK_chg,충전,OK,176,0,0,6.0993,0.0072
Test03_OK_chg,충전,OK,177,0,0,43.2228,11.0463
Test03_OK_chg,충전,OK,178,0,0,20.6728,0.5603
Test03_OK_chg,충전,OK,179,0,0,33.3077,1.727
Test03_OK_chg,충전,OK,180,0,0,9.4363,0.0174
Test03_OK_chg,충전,OK,181,0,0,13.0464,0.4969
Test03_OK_chg,충전,OK,182,0,0,14.5469,0.4517
Test03_OK_chg,충전,OK,183,0,0,25.4937,0.5058
Test03_OK_chg,충전,OK,184,0,0,21.4518,0.0352
Test03_OK_chg,충전,OK,185,0,0,5.3836,0.0497
Test03_OK_chg,충전,OK,186,0,0,22.3824,0.0414
Test03_OK_chg,충전,OK,187,0,0,17.3646,0.0763
Test03_OK_chg,충전,OK,188,0,0,15.7634,2.8873
Test03_OK_chg,충전,OK,189,0,0,11.437,0.0486
Test03_OK_chg,충전,OK,190,0,0,14.5634,0.1407
Test03_OK_chg,충전,OK,191,0,0,14.2362,0.0394
Test03_OK_chg,충전,OK,192,0,0,4.5059,0.0315
Test03_OK_chg,충전,OK,193,0,0,14.2014,1.1449
Test03_OK_chg,충전,OK,194,0,0,7.7334,0.1372
Test03_OK_chg,충전,OK,195,0,0,24.6736,0.0378
Test03_OK_chg,충전,OK,196,0,0,15.9346,0.0165
Test03_OK_chg,충전,OK,197,0,0,7.5069,0.0948
Test03_OK_chg,충전,OK,198,0,0,26.9388,0.4565
Test03_OK_chg,충전,OK,199,0,0,10.5746,0.1887
Test03_OK_chg,충전,OK,200,0,0,7.3829,0.0185
Test03_OK_chg,충전,OK,201,0,0,20.6294,0.76
Test03_OK_chg,충전,OK,202,0,0,32.6826,0.2375
Test03_OK_chg,충전,OK,203,0,0,7.1135,1.0208
Test03_OK_chg,충전,OK,204,0,0,6.3222,0.0031
Test03_OK_chg,충전,OK,205,0,0,25.7841,0.4286
Test03_OK_chg,충전,OK,206,0,0,10.8689,1.0312
Test03_OK_chg,충전,OK,207,0,0,17.273,0.0843
Test03_OK_chg,충전,OK,208,0,0,8.0674,1.1168
Test03_OK_chg,충전,OK,209,0,0,28.7794,0.1173
Test03_OK_chg,충전,OK,210,0,0,19.5013,1.8702
Test03_OK_chg,충전,OK,211,0,0,16.3429,0.0745
Test03_OK_chg,충전,OK,212,0,0,6.6193,0.8473
Test03_OK_chg,충전,OK,213,0,0,10.2297,0.0269
Test03_OK_chg,충전,OK,214,0,0,4.4217,0.0024
Test03_OK_chg,충전,OK,215,0,0,5.3462,0.0652
Test03_OK_chg,충전,OK,216,0,0,6.7207,0.3684
Test03_OK_chg,충전,OK,217,0,0,5.6082,0.009
Test03_OK_chg,충전,OK,218,0,0,5.2135,0.2069
Test03_OK_chg,충전,OK,219,0,0,34.348,0.5555
Test03_OK_chg,충전,OK,220,0,0,9.7266,0.1131
Test03_OK_chg,충전,OK,221,0,0,8.7864,0.0027
Test03_OK_chg,충전,OK,222,0,0,7.9384,0.0497
Test03_OK_chg,충전,OK,223,0,0,12.2115,0.6352
Test03_OK_chg,충전,OK,224,0,0,25.7975,0.1474
Test03_OK_chg,충전,OK,225,0,0,19.9646,2.5024
Test03_OK_chg,충전,OK,226,0,0,14.6828,0.5226
Test03_OK_chg,충전,OK,227,0,0,5.5736,0.0022
Test03_OK_chg,충전,OK,228,0,0,5.4222,0.0777
Test03_OK_chg,충전,OK,229,0,0,28.3099,0.0135
Test03_OK_chg,충전,OK,230,0,0,13.6383,0.2795
Test03_OK_chg,충전,OK,231,0,0,8.5754,0.0099
Test03_OK_chg,충전,OK,232,0,0,7.8434,0.0482
Test03_OK_chg,충전,OK,233,0,0,13.1541,0.2911
Test03_OK_chg,충전,OK,234,0,0,11.791,2.0624
Test03_OK_chg,충전,OK,235,0,0,19.9147,1.143
Test03_OK_chg,충전,OK,236,0,0,6.0749,2.7092
Test03_OK_chg,충전,OK,237,0,0,24.3574,0.5186
Test03_OK_chg,충전,OK,238,0,0,6.2162,0.1048
Test03_OK_chg,충전,OK,239,0,0,11.182,0.0041
Test03_OK_chg,충전,OK,240,0,0,7.995,0.0503
Test03_OK_chg,충전,OK,241,0,0,27.0953,1.4622
Test03_OK_chg,충전,OK,242,0,0,31.611,0.5128
Test03_OK_chg,충전,OK,243,0,0,10.5295,0.235
Test03_OK_chg,충전,OK,244,0,0,12.8418,0.072
Test03_OK_chg,충전,OK,245,0,0,11.5084,0.119
Test03_OK_chg,충전,OK,246,0,0,17.0669,0.0296
Test03_OK_chg,충전,OK,247,0,0,28.8194,0.508
Test03_OK_chg,충전,OK,248,0,0,22.6885,0.4441
Test03_OK_chg,충전,OK,249,0,0,7.7659,0.278
Test03_OK_chg,충전,OK,250,0,0,18.1411,0.6049
Test03_OK_chg,충전,OK,251,0,0,19.028,0.3103
Test03_OK_chg,충전,OK,252,0,0,7.2836,1.0484
Test03_OK_chg,충전,OK,253,0,0,21.0087,0.1341
Test03_OK_chg,충전,OK,254,0,0,13.7773,0.2041
Test03_OK_chg,충전,OK,255,0,0,17.5526,0.9312
Test03_OK_chg,충전,OK,256,0,0,26.2397,0.3943
Test03_OK_chg,충전,OK,257,0,0,6.8205,0.0014
Test03_OK_chg,충전,OK,258,0,0,8.9924,0.7936
Test03_OK_chg,충전,OK,259,0,0,4.6581,0.006
Test03_OK_chg,충전,OK,260,0,0,20.5046,0.2957
Test03_OK_chg,충전,OK,261,0,0,10.4083,0.0566
Test03_OK_chg,충전,OK,262,0,0,10.7184,0.169
Test03_OK_chg,충전,OK,263,0,0,5.4664,0.0063
Test03_OK_chg,충전,OK,264,0,0,33.6702,0.262
Test03_OK_chg,충전,OK,265,0,0,27.1198,1.6076
Test03_OK_chg,충전,OK,266,0,0,4.654,0.0008
Test03_OK_chg,충전,OK,267,0,0,4.23,0.0254
Test03_OK_chg,충전,OK,268,0,0,16.9375,0.099
Test03_OK_chg,충전,OK,269,0,0,18.066,0.049
Test03_OK_chg,충전,OK,270,0,0,9.0062,0.1323
Test03_OK_chg,충전,OK,271,0,0,4.4574,0.0031
Test03_OK_chg,충전,OK,272,0,0,10.8756,0.3316
Test03_OK_chg,충전,OK,273,0,0,31.0778,1.8862
Test03_OK_chg,충전,OK,274,0,0,6.7806,1.1017
Test03_OK_chg,충전,OK,275,0,0,16.3433,0.0559
Test03_OK_chg,충전,OK,276,0,0,7.4212,0.1208
Test03_OK_chg,충전,OK,277,0,0,7.1041,0.0681
Test03_OK_chg,충전,OK,278,0,0,10.0734,0.6455
Test03_OK_chg,충전,OK,279,0,0,27.0932,3.42
Test03_OK_chg,충전,OK,280,0,0,11.0295,0.1154
Test03_OK_chg,충전,OK,281,0,0,15.1389,5.5455
Test03_OK_chg,충전,OK,282,0,0,10.4606,0.6329
Test03_OK_chg,충전,OK,283,0,0,17.9438,0.2152
Test03_OK_chg,충전,OK,284,0,0,11.483,0.7282
Test03_OK_chg,충전,OK,285,0,0,17.0508,0.4618
Test03_OK_chg,충전,OK,286,0,0,7.4231,0.0207
Test03_OK_chg,충전,OK,287,0,0,21.8918,0.4257
Test03_OK_chg,충전,OK,288,0,0,8.3484,0.7488
Test03_OK_chg,충전,OK,289,0,0,17.211,0.0526
Test03_OK_chg,충전,OK,290,0,0,5.1666,1.1586
Test03_OK_chg,충전,OK,291,0,0,18.3374,0.2938
Test03_OK_chg,충전,OK,292,0,0,15.6238,0.1748
Test03_OK_chg,충전,OK,293,0,0,22.031,0.0863
Test03_OK_chg,충전,OK,294,0,0,16.2786,0.0799
Test03_OK_chg,충전,OK,295,0,0,7.5134,0.3652
Test03_OK_chg,충전,OK,296,0,0,8.8971,0.1674
Test03_OK_chg,충전,OK,297,0,0,9.1709,0.2452
Test03_OK_chg,충전,OK,298,0,0,17.1637,0.007
Test03_OK_chg,충전,OK,299,0,0,32.411,0.3228
Test03_OK_chg,충전,OK,300,0,0,9.2994,0.0009
Test03_OK_chg,충전,OK,301,0,0,11.2341,0.0566
Test03_OK_chg,충전,OK,302,0,0,5.7646,0.1298
Test03_OK_chg,충전,OK,303,0,0,6.884,0.1147
Test03_OK_chg,충전,OK,304,0,0,22.4121,0.0655
Test03_OK_chg,충전,OK,305,0,0,14.1225,0.0108
Test03_OK_chg,충전,OK,306,0,0,4.8186,0.3009
Test03_OK_chg,충전,OK,307,0,0,10.4715,0.3806
Test03_OK_chg,충전,OK,308,0,0,12.9711,0.1571
Test03_OK_chg,충전,OK,309,0,0,22.5889,0.0287
Test03_OK_chg,충전,OK,310,0,0,19.6904,0.5667
Test03_OK_chg,충전,OK,311,0,0,7.1766,0.8126
Test03_OK_chg,충전,OK,312,0,0,5.7219,0.1619
Test03_OK_chg,충전,OK,313,0,0,15.3101,0.6095
Test03_OK_chg,충전,OK,314,0,0,10.2395,0.2115
Test03_OK_chg,충전,OK,315,0,0,19.609,1.713
Test03_OK_chg,충전,OK,316,0,0,5.0547,0.0839
Test03_OK_chg,충전,OK,317,0,0,25.9453,0.2795
Test03_OK_chg,충전,OK,318,0,0,15.105,5.9527
Test03_OK_chg,충전,OK,319,0,0,7.6874,0.0946
Test03_OK_chg,충전,OK,320,0,0,11.9548,0.9888
Test03_OK_chg,충전,OK,321,0,0,11.2843,0.1095
Test03_OK_chg,충전,OK,322,0,0,15.409,0.0069
Test03_OK_chg,충전,OK,323,0,0,25.5568,0.3095
Test03_OK_chg,충전,OK,324,0,0,3.7652,0.267
Test03_OK_chg,충전,OK,325,0,0,13.1706,0.7542
Test03_OK_chg,충전,OK,326,0,0,29.741,6.7656
Test03_OK_chg,충전,OK,327,0,0,3.5179,0.0608
Test03_OK_chg,충전,OK,328,0,0,7.8696,0.0004
Test03_OK_chg,충전,OK,329,0,0,10.9123,1.5379
Test03_OK_chg,충전,OK,330,0,0,30.0921,0.0482
Test03_OK_chg,충전,OK,331,0,0,36.5845,0.048
Test03_OK_chg,충전,OK,332,0,0,3.1349,0.174
Test03_OK_chg,충전,OK,333,0,0,18.5735,0.0179
Test03_OK_chg,충전,OK,334,0,0,3.5511,0.0575
Test03_OK_chg,충전,OK,335,0,0,19.4598,0.0328
Test03_OK_chg,충전,OK,336,0,0,30.3495,1.4841
Test03_OK_chg,충전,OK,337,0,0,24.7808,0.0844
Test03_OK_chg,충전,OK,338,0,0,16.2646,0.1451
Test03_OK_chg,충전,OK,339,0,0,9.0255,0.2089
Test03_OK_chg,충전,OK,340,0,0,15.5086,0.0459
Test03_OK_chg,충전,OK,341,0,0,8.6747,2.7196
Test03_OK_chg,충전,OK,342,0,0,3.5538,0.0073
Test03_OK_chg,충전,OK,343,0,0,17.6506,0.3257
Test03_OK_chg,충전,OK,344,0,0,18.6071,0.6583
Test03_OK_chg,충전,OK,345,0,0,18.5188,0.7983
Test03_OK_chg,충전,OK,346,0,0,16.8386,1.7867
Test03_OK_chg,충전,OK,347,0,0,8.3412,0.1339
Test03_OK_chg,충전,OK,348,0,0,28.7002,0.0559
Test03_OK_chg,충전,OK,349,0,0,4.39,0.1866
Test03_OK_chg,충전,OK,350,0,0,39.5154,0.6119
Test03_OK_chg,충전,OK,351,0,0,9.451,0.0702
Test03_OK_chg,충전,OK,352,0,0,5.4299,2.0274
Test03_OK_chg,충전,OK,353,0,0,12.9225,0.9944
Test03_OK_chg,충전,OK,354,0,0,3.7256,0.0833
Test03_OK_chg,충전,OK,355,0,0,16.0646,0.004
Test03_OK_chg,충전,OK,356,0,0,25.0705,0.1668
Test03_OK_chg,충전,OK,357,0,0,11.3145,0.0103
Test03_OK_chg,충전,OK,358,0,0,4.0464,0.0499
Test03_OK_chg,충전,OK,359,0,0,16.4163,0.0115
Test03_OK_chg,충전,OK,360,0,0,19.2267,0.0944
Test03_OK_chg,충전,OK,361,0,0,5.2328,0.326
Test03_OK_chg,충전,OK,362,0,0,10.4411,0.0117
Test03_OK_chg,충전,OK,363,0,0,18.9018,2.0352
Test03_OK_chg,충전,OK,364,0,0,11.9714,0.0091
Test03_OK_chg,충전,OK,365,0,0,9.5401,0.1857
Test03_OK_chg,충전,OK,366,0,0,18.2847,0.334
Test03_OK_chg,충전,OK,367,0,0,5.7597,0.2567
Test03_OK_chg,충전,OK,368,0,0,27.5059,0.0593
Test03_OK_chg,충전,OK,369,0,0,5.8812,1.0067
Test03_OK_chg,충전,OK,370,0,0,6.3525,0.0032
Test03_OK_chg,충전,OK,371,0,0,5.3744,0.0007
Test03_OK_chg,충전,OK,372,0,0,13.9153,0.1798
Test03_OK_chg,충전,OK,373,0,0,15.8092,0.3371
Test03_OK_chg,충전,OK,374,0,0,4.5078,0.3861
Test03_OK_chg,충전,OK,375,0,0,4.6951,0.1412
Test03_OK_chg,충전,OK,376,0,0,24.4267,0.5618
Test03_OK_chg,충전,OK,377,0,0,32.433,0.0085
Test03_OK_chg,충전,OK,378,0,0,19.7563,0.1521
Test03_OK_chg,충전,OK,379,0,0,8.8903,0.0913
Test03_OK_chg,충전,OK,380,0,0,10.7391,0.0124
Test03_OK_chg,충전,OK,381,0,0,8.2977,0.095
Test03_OK_chg,충전,OK,382,0,0,3.6338,0.058
Test03_OK_chg,충전,OK,383,0,0,20.6424,1.5004
Test03_OK_chg,충전,OK,384,0,0,7.6756,0.0375
Test03_OK_chg,충전,OK,385,0,0,9.6106,0.5433
Test03_OK_chg,충전,OK,386,0,0,20.7103,0.7082
Test03_OK_chg,충전,OK,387,0,0,14.5289,0.1955
Test03_OK_chg,충전,OK,388,0,0,16.5335,0.3626
Test03_OK_chg,충전,OK,389,0,0,7.2221,0.6988
Test03_OK_chg,충전,OK,390,0,0,14.3709,0.7601
Test03_OK_chg,충전,OK,391,0,0,9.9104,0.0045
Test03_OK_chg,충전,OK,392,0,0,5.5209,0.006
Test03_OK_chg,충전,OK,393,0,0,16.1974,0.142
Test03_OK_chg,충전,OK,394,0,0,8.357,0.4503
Test03_OK_chg,충전,OK,395,0,0,13.1053,0.5039
Test03_OK_chg,충전,OK,396,0,0,22.8953,0.2229
Test03_OK_chg,충전,OK,397,0,0,5.1902,0.5585
Test03_OK_chg,충전,OK,398,0,0,4.1054,0.0503
Test03_OK_chg,충전,OK,399,0,0,4.278,0.2585
Test03_OK_chg,충전,OK,400,0,0,16.2642,2.8978
Test03_OK_chg,충전,OK,401,0,0,7.9042,0.2478
Test03_OK_chg,충전,OK,402,0,0,12.726,4.2965
Test03_OK_chg,충전,OK,403,0,0,36.952,0.2601
Test03_OK_chg,충전,OK,404,0,0,21.1894,0.0167
Test03_OK_chg,충전,OK,405,0,0,17.2838,0.231
Test03_OK_chg,충전,OK,406,0,0,9.891,0.9322
Test03_OK_chg,충전,OK,407,0,0,12.4279,0.4302
Test03_OK_chg,충전,OK,408,0,0,9.4838,0.3558
Test03_OK_chg,충전,OK,409,0,0,9.0748,1.6652
Test03_OK_chg,충전,OK,410,0,0,7.5849,0.1168
Test03_OK_chg,충전,OK,411,0,0,10.0216,0.0059
Test03_OK_chg,충전,OK,412,0,0,3.4069,0.2708
Test03_OK_chg,충전,OK,413,0,0,14.4639,0.0424
Test03_OK_chg,충전,OK,414,0,0,49.6027,0.6899
Test03_OK_chg,충전,OK,415,0,0,10.3111,0.0383
Test03_OK_chg,충전,OK,416,0,0,10.712,0.0307
Test03_OK_chg,충전,OK,417,0,0,8.909,0.0104
Test03_OK_chg,충전,OK,418,0,0,28.3301,0.1446
Test03_OK_chg,충전,OK,419,0,0,11.7022,2.6512
Test03_OK_chg,충전,OK,420,0,0,5.6373,0.0117
Test03_OK_chg,충전,OK,421,0,0,12.7574,0.0204
Test03_OK_chg,충전,OK,422,0,0,24.0098,0.0417
Test03_OK_chg,충전,OK,423,0,0,12.5259,1.1466
Test03_OK_chg,충전,OK,424,0,0,6.0557,0.0489
Test03_OK_chg,충전,OK,425,0,0,10.4633,0.0019
Test03_OK_chg,충전,OK,426,0,0,4.9032,0.0161
Test03_OK_chg,충전,OK,427,0,0,8.6748,0.0107
Test03_OK_chg,충전,OK,428,0,0,3.5665,0.0544
Test03_OK_chg,충전,OK,429,0,0,11.4208,0.0234
Test03_OK_chg,충전,OK,430,0,0,17.1407,1.5601
Test03_OK_chg,충전,OK,431,0,0,14.5493,4.3502
Test03_OK_chg,충전,OK,432,0,0,17.0346,0.1733
Test03_OK_chg,충전,OK,433,0,0,17.1637,0.0042
Test03_OK_chg,충전,OK,434,0,0,8.9462,0.0027
Test03_OK_chg,충전,OK,435,0,0,7.4975,0.0378
Test03_OK_chg,충전,OK,436,0,0,3.7494,0.1358
Test03_OK_chg,충전,OK,437,0,0,4.9431,0.0327
