파일,충방전,판정,시점,label,예측,결합지표_phi,Hotelling_T2,SPE,T2_정규화,SPE_정규화
Test03_OK_chg,충전,OK,71,0,0,0.4687,6.8749,0.2704,0.3366,0.1321
Test03_OK_chg,충전,OK,72,0,0,0.3095,5.4942,0.083,0.269,0.0406
Test03_OK_chg,충전,OK,73,0,0,0.4331,8.3768,0.047,0.4101,0.023
Test03_OK_chg,충전,OK,74,0,0,0.5643,11.1719,0.0355,0.5469,0.0174
Test03_OK_chg,충전,OK,75,0,0,0.7129,13.9386,0.0626,0.6824,0.0306
Test03_OK_chg,충전,OK,76,0,0,0.4919,5.5177,0.4537,0.2701,0.2217
Test03_OK_chg,충전,OK,77,0,0,0.5079,9.3702,0.1006,0.4587,0.0491
Test03_OK_chg,충전,OK,78,0,0,0.8389,16.8606,0.0276,0.8254,0.0135
Test03_OK_chg,충전,OK,79,0,0,1.1784,22.6566,0.1416,1.1092,0.0692
Test03_OK_chg,충전,OK,80,0,0,1.6905,19.1949,1.5362,0.9397,0.7508
Test03_OK_chg,충전,OK,81,0,0,1.3656,25.4843,0.2415,1.2476,0.118
Test03_OK_chg,충전,OK,82,0,0,0.5412,10.3306,0.0725,0.5057,0.0355
Test03_OK_chg,충전,OK,83,0,0,2.4693,19.0385,3.1453,0.932,1.5372
Test03_OK_chg,충전,OK,84,0,0,0.8951,17.9531,0.0332,0.8789,0.0162
Test03_OK_chg,충전,OK,85,0,0,1.0862,17.57,0.4625,0.8601,0.2261
Test03_OK_chg,충전,OK,86,0,0,1.0516,18.1648,0.3321,0.8893,0.1623
Test03_OK_chg,충전,OK,87,0,0,1.903,24.2007,1.4695,1.1848,0.7182
Test03_OK_chg,충전,OK,88,0,0,1.171,23.0491,0.0873,1.1284,0.0426
Test03_OK_chg,충전,OK,89,0,0,1.2374,24.831,0.0446,1.2156,0.0218
Test03_OK_chg,충전,OK,90,0,0,2.5594,15.976,3.6364,0.7821,1.7773
Test03_OK_chg,충전,OK,91,0,0,0.4955,9.236,0.0887,0.4522,0.0433
Test03_OK_chg,충전,OK,92,0,0,0.7625,12.6123,0.2968,0.6174,0.145
Test03_OK_chg,충전,OK,93,0,0,0.9511,18.1007,0.133,0.8861,0.065
Test03_OK_chg,충전,OK,94,0,0,1.7405,33.9416,0.1614,1.6616,0.0789
Test03_OK_chg,충전,OK,95,0,0,0.2996,5.811,0.031,0.2845,0.0152
Test03_OK_chg,충전,OK,96,0,0,1.1064,21.1311,0.1472,1.0345,0.072
Test03_OK_chg,충전,OK,97,0,0,1.0269,20.4684,0.0508,1.002,0.0248
Test03_OK_chg,충전,OK,98,0,0,1.0994,21.566,0.0893,1.0558,0.0437
Test03_OK_chg,충전,OK,99,0,0,1.6468,32.8025,0.0838,1.6059,0.0409
Test03_OK_chg,충전,OK,100,0,0,0.788,15.4669,0.0631,0.7572,0.0308
Test03_OK_chg,충전,OK,101,0,0,0.9601,18.8541,0.0758,0.923,0.0371
Test03_OK_chg,충전,OK,102,0,0,1.8455,25.0691,1.2649,1.2273,0.6182
Test03_OK_chg,충전,OK,103,0,0,0.4587,7.8013,0.157,0.3819,0.0767
Test03_OK_chg,충전,OK,104,0,0,0.5253,9.5359,0.1197,0.4668,0.0585
Test03_OK_chg,충전,OK,105,0,0,0.3034,5.3193,0.0879,0.2604,0.043
Test03_OK_chg,충전,OK,106,0,0,0.7009,9.895,0.4429,0.4844,0.2164
Test03_OK_chg,충전,OK,107,0,0,1.4891,30.0971,0.0322,1.4734,0.0157
Test03_OK_chg,충전,OK,108,0,0,1.6184,32.6803,0.038,1.5999,0.0186
Test03_OK_chg,충전,OK,109,0,0,0.6513,10.9873,0.2322,0.5379,0.1135
Test03_OK_chg,충전,OK,110,0,0,0.4168,7.4189,0.1097,0.3632,0.0536
Test03_OK_chg,충전,OK,111,0,0,1.5525,16.0255,1.5712,0.7845,0.7679
Test03_OK_chg,충전,OK,112,0,0,1.3686,26.8665,0.1091,1.3153,0.0533
Test03_OK_chg,충전,OK,113,0,0,0.4028,7.9773,0.0251,0.3905,0.0123
Test03_OK_chg,충전,OK,114,0,0,0.991,16.6524,0.3597,0.8152,0.1758
Test03_OK_chg,충전,OK,115,0,0,1.5056,24.5548,0.6209,1.2021,0.3035
Test03_OK_chg,충전,OK,116,0,0,1.0073,14.1513,0.6436,0.6928,0.3146
Test03_OK_chg,충전,OK,117,0,0,0.4111,5.828,0.2574,0.2853,0.1258
Test03_OK_chg,충전,OK,118,0,0,0.8401,16.647,0.0513,0.815,0.0251
Test03_OK_chg,충전,OK,119,0,0,1.7968,36.5967,0.0107,1.7916,0.0052
Test03_OK_chg,충전,OK,120,0,0,0.8899,8.9427,0.9249,0.4378,0.4521
Test03_OK_chg,충전,OK,121,0,0,0.6862,5.1968,0.8834,0.2544,0.4317
Test03_OK_chg,충전,OK,122,0,0,0.4811,9.1196,0.0709,0.4465,0.0347
Test03_OK_chg,충전,OK,123,0,0,2.3146,35.9871,1.1311,1.7618,0.5528
Test03_OK_chg,충전,OK,124,0,0,1.4571,28.0684,0.1699,1.3741,0.083
Test03_OK_chg,충전,OK,125,0,0,0.5117,6.5516,0.3907,0.3207,0.1909
Test03_OK_chg,충전,OK,126,0,0,0.6422,8.6081,0.4517,0.4214,0.2208
Test03_OK_chg,충전,OK,127,0,0,0.9317,17.1673,0.1867,0.8404,0.0913
Test03_OK_chg,충전,OK,128,0,0,0.6651,8.5896,0.5005,0.4205,0.2446
Test03_OK_chg,충전,OK,129,0,0,0.9842,10.0537,1.0066,0.4922,0.492
Test03_OK_chg,충전,OK,130,0,0,1.0511,11.8771,0.9609,0.5814,0.4696
Test03_OK_chg,충전,OK,131,0,0,0.7376,14.3095,0.0759,0.7005,0.0371
Test03_OK_chg,충전,OK,132,0,0,3.4589,33.2629,3.7452,1.6284,1.8305
Test03_OK_chg,충전,OK,133,0,0,2.5827,27.4613,2.5336,1.3444,1.2383
Test03_OK_chg,충전,OK,134,0,0,0.4852,8.1671,0.1747,0.3998,0.0854
Test03_OK_chg,충전,OK,135,0,0,0.6082,12.0811,0.0343,0.5914,0.0167
Test03_OK_chg,충전,OK,136,0,0,0.3033,5.2008,0.0995,0.2546,0.0487
Test03_OK_chg,충전,OK,137,0,0,0.5479,9.5949,0.16,0.4697,0.0782
Test03_OK_chg,충전,OK,138,0,0,1.6741,15.1375,1.9089,0.7411,0.933
Test03_OK_chg,충전,OK,139,0,0,0.7511,9.5086,0.5843,0.4655,0.2856
Test03_OK_chg,충전,OK,140,0,0,0.4587,8.2104,0.1161,0.4019,0.0568
Test03_OK_chg,충전,OK,141,0,0,0.3847,7.04,0.082,0.3446,0.0401
Test03_OK_chg,충전,OK,142,0,0,1.0943,21.4041,0.0951,1.0478,0.0465
Test03_OK_chg,충전,OK,143,0,0,0.6072,10.3654,0.2041,0.5074,0.0997
Test03_OK_chg,충전,OK,144,0,0,0.3209,6.3428,0.0213,0.3105,0.0104
Test03_OK_chg,충전,OK,145,0,0,0.3339,5.9177,0.0905,0.2897,0.0442
Test03_OK_chg,충전,OK,146,0,0,0.9043,10.5171,0.7968,0.5149,0.3894
Test03_OK_chg,충전,OK,147,0,0,0.9638,18.8074,0.0882,0.9207,0.0431
Test03_OK_chg,충전,OK,148,0,0,0.8891,14.0266,0.4141,0.6867,0.2024
Test03_OK_chg,충전,OK,149,0,0,0.7141,13.9728,0.0615,0.684,0.0301
Test03_OK_chg,충전,OK,150,0,0,1.4097,24.7979,0.4005,1.214,0.1958
Test03_OK_chg,충전,OK,151,0,0,0.3535,6.4417,0.0781,0.3154,0.0382
Test03_OK_chg,충전,OK,152,0,0,0.6394,7.7993,0.527,0.3818,0.2576
Test03_OK_chg,충전,OK,153,0,0,1.0315,10.3624,1.0726,0.5073,0.5242
Test03_OK_chg,충전,OK,154,0,0,0.3483,5.2499,0.1868,0.257,0.0913
Test03_OK_chg,충전,OK,155,0,0,1.0477,12.737,0.8678,0.6235,0.4242
Test03_OK_chg,충전,OK,156,0,0,0.5973,10.5518,0.1652,0.5166,0.0807
Test03_OK_chg,충전,OK,157,0,0,0.563,10.2653,0.1237,0.5025,0.0605
Test03_OK_chg,충전,OK,158,0,0,0.8544,16.2887,0.1167,0.7974,0.057
Test03_OK_chg,충전,OK,159,0,0,4.2495,28.94,5.7959,1.4168,2.8328
Test03_OK_chg,충전,OK,160,0,0,2.4953,50.8597,0.0112,2.4898,0.0055
Test03_OK_chg,충전,OK,161,0,0,0.9117,17.4677,0.1157,0.8551,0.0566
Test03_OK_chg,충전,OK,162,0,0,1.5973,10.6972,2.1968,0.5237,1.0737
Test03_OK_chg,충전,OK,163,0,0,0.9468,18.0394,0.1304,0.8831,0.0637
Test03_OK_chg,충전,OK,164,0,0,1.7528,24.0681,1.1756,1.1783,0.5746
Test03_OK_chg,충전,OK,165,0,0,0.8029,14.1861,0.2218,0.6945,0.1084
Test03_OK_chg,충전,OK,166,0,0,1.1996,23.9474,0.0558,1.1723,0.0273
Test03_OK_chg,충전,OK,167,0,0,0.7694,15.4793,0.0238,0.7578,0.0116
Test03_OK_chg,충전,OK,168,0,0,1.1355,18.4061,0.4797,0.9011,0.2345
Test03_OK_chg,충전,OK,169,0,0,1.019,17.4119,0.3409,0.8524,0.1666
Test03_OK_chg,충전,OK,170,0,0,1.8982,13.9319,2.4883,0.682,1.2161
Test03_OK_chg,충전,OK,171,0,0,0.8951,18.2803,0.0004,0.8949,0.0002
Test03_OK_chg,충전,OK,172,0,0,0.4698,8.4527,0.1146,0.4138,0.056
Test03_OK_chg,충전,OK,173,0,0,1.617,30.691,0.2342,1.5025,0.1145
Test03_OK_chg,충전,OK,174,0,0,1.1929,23.8011,0.0568,1.1652,0.0278
Test03_OK_chg,충전,OK,175,0,0,0.8222,16.5998,0.0196,0.8126,0.0096
Test03_OK_chg,충전,OK,176,0,0,0.3021,6.0993,0.0072,0.2986,0.0035
Test03_OK_chg,충전,OK,177,0,0,7.5149,43.2228,11.0463,2.116,5.3989
Test03_OK_chg,충전,OK,178,0,0,1.2859,20.6728,0.5603,1.012,0.2738
Test03_OK_chg,충전,OK,179,0,0,2.4747,33.3077,1.727,1.6306,0.8441
Test03_OK_chg,충전,OK,180,0,0,0.4704,9.4363,0.0174,0.462,0.0085
Test03_OK_chg,충전,OK,181,0,0,0.8815,13.0464,0.4969,0.6387,0.2428
Test03_OK_chg,충전,OK,182,0,0,0.9329,14.5469,0.4517,0.7121,0.2208
Test03_OK_chg,충전,OK,183,0,0,1.4953,25.4937,0.5058,1.248,0.2472
Test03_OK_chg,충전,OK,184,0,0,1.0674,21.4518,0.0352,1.0502,0.0172
Test03_OK_chg,충전,OK,185,0,0,0.2879,5.3836,0.0497,0.2636,0.0243
Test03_OK_chg,충전,OK,186,0,0,1.116,22.3824,0.0414,1.0957,0.0202
Test03_OK_chg,충전,OK,187,0,0,0.8874,17.3646,0.0763,0.8501,0.0373
Test03_OK_chg,충전,OK,188,0,0,2.1829,15.7634,2.8873,0.7717,1.4112
Test03_OK_chg,충전,OK,189,0,0,0.5837,11.437,0.0486,0.5599,0.0238
Test03_OK_chg,충전,OK,190,0,0,0.7817,14.5634,0.1407,0.713,0.0688
Test03_OK_chg,충전,OK,191,0,0,0.7162,14.2362,0.0394,0.6969,0.0193
Test03_OK_chg,충전,OK,192,0,0,0.236,4.5059,0.0315,0.2206,0.0154
Test03_OK_chg,충전,OK,193,0,0,1.2548,14.2014,1.1449,0.6952,0.5596
Test03_OK_chg,충전,OK,194,0,0,0.4456,7.7334,0.1372,0.3786,0.067
Test03_OK_chg,충전,OK,195,0,0,1.2264,24.6736,0.0378,1.2079,0.0185
Test03_OK_chg,충전,OK,196,0,0,0.7881,15.9346,0.0165,0.7801,0.0081
Test03_OK_chg,충전,OK,197,0,0,0.4139,7.5069,0.0948,0.3675,0.0464
Test03_OK_chg,충전,OK,198,0,0,1.5419,26.9388,0.4565,1.3188,0.2231
Test03_OK_chg,충전,OK,199,0,0,0.6099,10.5746,0.1887,0.5177,0.0922
Test03_OK_chg,충전,OK,200,0,0,0.3705,7.3829,0.0185,0.3614,0.009
Test03_OK_chg,충전,OK,201,0,0,1.3814,20.6294,0.76,1.0099,0.3715
Test03_OK_chg,충전,OK,202,0,0,1.7161,32.6826,0.2375,1.6,0.1161
Test03_OK_chg,충전,OK,203,0,0,0.8472,7.1135,1.0208,0.3482,0.4989
Test03_OK_chg,충전,OK,204,0,0,0.311,6.3222,0.0031,0.3095,0.0015
Test03_OK_chg,충전,OK,205,0,0,1.4718,25.7841,0.4286,1.2623,0.2095
Test03_OK_chg,충전,OK,206,0,0,1.0361,10.8689,1.0312,0.5321,0.504
Test03_OK_chg,충전,OK,207,0,0,0.8868,17.273,0.0843,0.8456,0.0412
Test03_OK_chg,충전,OK,208,0,0,0.9408,8.0674,1.1168,0.3949,0.5458
Test03_OK_chg,충전,OK,209,0,0,1.4662,28.7794,0.1173,1.4089,0.0573
Test03_OK_chg,충전,OK,210,0,0,1.8687,19.5013,1.8702,0.9547,0.9141
Test03_OK_chg,충전,OK,211,0,0,0.8365,16.3429,0.0745,0.8001,0.0364
Test03_OK_chg,충전,OK,212,0,0,0.7382,6.6193,0.8473,0.324,0.4141
Test03_OK_chg,충전,OK,213,0,0,0.514,10.2297,0.0269,0.5008,0.0132
Test03_OK_chg,충전,OK,214,0,0,0.2176,4.4217,0.0024,0.2165,0.0012
Test03_OK_chg,충전,OK,215,0,0,0.2936,5.3462,0.0652,0.2617,0.0319
Test03_OK_chg,충전,OK,216,0,0,0.5091,6.7207,0.3684,0.329,0.1801
Test03_OK_chg,충전,OK,217,0,0,0.279,5.6082,0.009,0.2746,0.0044
Test03_OK_chg,충전,OK,218,0,0,0.3563,5.2135,0.2069,0.2552,0.1011
Test03_OK_chg,충전,OK,219,0,0,1.953,34.348,0.5555,1.6815,0.2715
Test03_OK_chg,충전,OK,220,0,0,0.5314,9.7266,0.1131,0.4762,0.0553
Test03_OK_chg,충전,OK,221,0,0,0.4314,8.7864,0.0027,0.4301,0.0013
Test03_OK_chg,충전,OK,222,0,0,0.4129,7.9384,0.0497,0.3886,0.0243
Test03_OK_chg,충전,OK,223,0,0,0.9083,12.2115,0.6352,0.5978,0.3105
Test03_OK_chg,충전,OK,224,0,0,1.335,25.7975,0.1474,1.2629,0.072
Test03_OK_chg,충전,OK,225,0,0,2.2004,19.9646,2.5024,0.9774,1.223
Test03_OK_chg,충전,OK,226,0,0,0.9742,14.6828,0.5226,0.7188,0.2554
Test03_OK_chg,충전,OK,227,0,0,0.2739,5.5736,0.0022,0.2729,0.0011
Test03_OK_chg,충전,OK,228,0,0,0.3034,5.4222,0.0777,0.2654,0.038
Test03_OK_chg,충전,OK,229,0,0,1.3925,28.3099,0.0135,1.3859,0.0066
Test03_OK_chg,충전,OK,230,0,0,0.8043,13.6383,0.2795,0.6677,0.1366
Test03_OK_chg,충전,OK,231,0,0,0.4247,8.5754,0.0099,0.4198,0.0049
Test03_OK_chg,충전,OK,232,0,0,0.4075,7.8434,0.0482,0.384,0.0236
Test03_OK_chg,충전,OK,233,0,0,0.7862,13.1541,0.2911,0.644,0.1423
Test03_OK_chg,충전,OK,234,0,0,1.5852,11.791,2.0624,0.5772,1.008
Test03_OK_chg,충전,OK,235,0,0,1.5336,19.9147,1.143,0.9749,0.5586
Test03_OK_chg,충전,OK,236,0,0,1.6215,6.0749,2.7092,0.2974,1.3241
Test03_OK_chg,충전,OK,237,0,0,1.4459,24.3574,0.5186,1.1924,0.2535
Test03_OK_chg,충전,OK,238,0,0,0.3555,6.2162,0.1048,0.3043,0.0512
Test03_OK_chg,충전,OK,239,0,0,0.5494,11.182,0.0041,0.5474,0.002
Test03_OK_chg,충전,OK,240,0,0,0.416,7.995,0.0503,0.3914,0.0246
Test03_OK_chg,충전,OK,241,0,0,2.0411,27.0953,1.4622,1.3265,0.7146
Test03_OK_chg,충전,OK,242,0,0,1.7981,31.611,0.5128,1.5475,0.2506
Test03_OK_chg,충전,OK,243,0,0,0.6303,10.5295,0.235,0.5155,0.1148
Test03_OK_chg,충전,OK,244,0,0,0.6639,12.8418,0.072,0.6287,0.0352
Test03_OK_chg,충전,OK,245,0,0,0.6216,11.5084,0.119,0.5634,0.0582
Test03_OK_chg,충전,OK,246,0,0,0.85,17.0669,0.0296,0.8355,0.0145
Test03_OK_chg,충전,OK,247,0,0,1.6591,28.8194,0.508,1.4109,0.2483
Test03_OK_chg,충전,OK,248,0,0,1.3278,22.6885,0.4441,1.1107,0.2171
Test03_OK_chg,충전,OK,249,0,0,0.516,7.7659,0.278,0.3802,0.1359
Test03_OK_chg,충전,OK,250,0,0,1.1837,18.1411,0.6049,0.8881,0.2956
Test03_OK_chg,충전,OK,251,0,0,1.0832,19.028,0.3103,0.9315,0.1517
Test03_OK_chg,충전,OK,252,0,0,0.869,7.2836,1.0484,0.3566,0.5124
Test03_OK_chg,충전,OK,253,0,0,1.094,21.0087,0.1341,1.0285,0.0655
Test03_OK_chg,충전,OK,254,0,0,0.7742,13.7773,0.2041,0.6745,0.0998
Test03_OK_chg,충전,OK,255,0,0,1.3144,17.5526,0.9312,0.8593,0.4551
Test03_OK_chg,충전,OK,256,0,0,1.4773,26.2397,0.3943,1.2846,0.1927
Test03_OK_chg,충전,OK,257,0,0,0.3346,6.8205,0.0014,0.3339,0.0007
Test03_OK_chg,충전,OK,258,0,0,0.8281,8.9924,0.7936,0.4402,0.3879
Test03_OK_chg,충전,OK,259,0,0,0.231,4.6581,0.006,0.228,0.0029
Test03_OK_chg,충전,OK,260,0,0,1.1483,20.5046,0.2957,1.0038,0.1445
Test03_OK_chg,충전,OK,261,0,0,0.5372,10.4083,0.0566,0.5095,0.0277
Test03_OK_chg,충전,OK,262,0,0,0.6073,10.7184,0.169,0.5247,0.0826
Test03_OK_chg,충전,OK,263,0,0,0.2707,5.4664,0.0063,0.2676,0.0031
Test03_OK_chg,충전,OK,264,0,0,1.7764,33.6702,0.262,1.6483,0.1281
Test03_OK_chg,충전,OK,265,0,0,2.1134,27.1198,1.6076,1.3277,0.7857
Test03_OK_chg,충전,OK,266,0,0,0.2282,4.654,0.0008,0.2278,0.0004
Test03_OK_chg,충전,OK,267,0,0,0.2195,4.23,0.0254,0.2071,0.0124
Test03_OK_chg,충전,OK,268,0,0,0.8776,16.9375,0.099,0.8292,0.0484
Test03_OK_chg,충전,OK,269,0,0,0.9084,18.066,0.049,0.8844,0.024
Test03_OK_chg,충전,OK,270,0,0,0.5056,9.0062,0.1323,0.4409,0.0647
Test03_OK_chg,충전,OK,271,0,0,0.2197,4.4574,0.0031,0.2182,0.0015
Test03_OK_chg,충전,OK,272,0,0,0.6945,10.8756,0.3316,0.5324,0.1621
Test03_OK_chg,충전,OK,273,0,0,2.4433,31.0778,1.8862,1.5214,0.9219
Test03_OK_chg,충전,OK,274,0,0,0.8704,6.7806,1.1017,0.3319,0.5384
Test03_OK_chg,충전,OK,275,0,0,0.8274,16.3433,0.0559,0.8001,0.0273
Test03_OK_chg,충전,OK,276,0,0,0.4224,7.4212,0.1208,0.3633,0.059
Test03_OK_chg,충전,OK,277,0,0,0.381,7.1041,0.0681,0.3478,0.0333
Test03_OK_chg,충전,OK,278,0,0,0.8086,10.0734,0.6455,0.4931,0.3155
Test03_OK_chg,충전,OK,279,0,0,2.9979,27.0932,3.42,1.3264,1.6715
Test03_OK_chg,충전,OK,280,0,0,0.5964,11.0295,0.1154,0.54,0.0564
Test03_OK_chg,충전,OK,281,0,0,3.4515,15.1389,5.5455,0.7411,2.7104
Test03_OK_chg,충전,OK,282,0,0,0.8215,10.4606,0.6329,0.5121,0.3093
Test03_OK_chg,충전,OK,283,0,0,0.9836,17.9438,0.2152,0.8784,0.1052
Test03_OK_chg,충전,OK,284,0,0,0.9181,11.483,0.7282,0.5622,0.3559
Test03_OK_chg,충전,OK,285,0,0,1.0604,17.0508,0.4618,0.8347,0.2257
Test03_OK_chg,충전,OK,286,0,0,0.3735,7.4231,0.0207,0.3634,0.0101
Test03_OK_chg,충전,OK,287,0,0,1.2798,21.8918,0.4257,1.0717,0.2081
Test03_OK_chg,충전,OK,288,0,0,0.7747,8.3484,0.7488,0.4087,0.366
Test03_OK_chg,충전,OK,289,0,0,0.8683,17.211,0.0526,0.8426,0.0257
Test03_OK_chg,충전,OK,290,0,0,0.8192,5.1666,1.1586,0.2529,0.5663
Test03_OK_chg,충전,OK,291,0,0,1.0413,18.3374,0.2938,0.8977,0.1436
Test03_OK_chg,충전,OK,292,0,0,0.8503,15.6238,0.1748,0.7649,0.0854
Test03_OK_chg,충전,OK,293,0,0,1.1207,22.031,0.0863,1.0785,0.0422
Test03_OK_chg,충전,OK,294,0,0,0.836,16.2786,0.0799,0.7969,0.039
Test03_OK_chg,충전,OK,295,0,0,0.5463,7.5134,0.3652,0.3678,0.1785
Test03_OK_chg,충전,OK,296,0,0,0.5174,8.8971,0.1674,0.4356,0.0818
Test03_OK_chg,충전,OK,297,0,0,0.5688,9.1709,0.2452,0.449,0.1198
