파일,충방전,판정,시점,label,규칙_예측,모듈온도_편차_초과,모듈온도_편차_값,셀전압_최대z_초과,셀전압_최대z_값
Test03_OK_chg,충전,OK,111,0,0,0,0.9,0,2.3337
Test03_OK_chg,충전,OK,112,0,0,0,0.9,0,3.2769
Test03_OK_chg,충전,OK,113,0,0,0,0.9,0,2.8233
Test03_OK_chg,충전,OK,114,0,0,0,0.9,0,2.2311
Test03_OK_chg,충전,OK,115,0,0,0,0.9,0,3.7951
Test03_OK_chg,충전,OK,116,0,0,0,0.9,0,2.977
Test03_OK_chg,충전,OK,117,0,0,0,0.9,0,2.4566
Test03_OK_chg,충전,OK,118,0,0,0,0.9,0,2.8655
Test03_OK_chg,충전,OK,119,0,0,0,0.9,0,2.565
Test03_OK_chg,충전,OK,120,0,0,0,0.9,0,2.2989
Test03_OK_chg,충전,OK,121,0,0,0,0.9,0,2.3211
Test03_OK_chg,충전,OK,122,0,0,0,0.9,0,3.0461
Test03_OK_chg,충전,OK,123,0,0,0,1.0,0,3.1076
Test03_OK_chg,충전,OK,124,0,0,0,0.9,0,2.7519
Test03_OK_chg,충전,OK,125,0,0,0,0.9,0,2.406
Test03_OK_chg,충전,OK,126,0,0,0,0.9,0,2.9271
Test03_OK_chg,충전,OK,127,0,0,0,0.9,0,3.1543
Test03_OK_chg,충전,OK,128,0,0,0,0.9,0,2.4455
Test03_OK_chg,충전,OK,129,0,0,0,0.9,0,2.1068
Test03_OK_chg,충전,OK,130,0,0,0,0.9,0,3.5871
Test03_OK_chg,충전,OK,131,0,0,0,0.9,0,3.6643
Test03_OK_chg,충전,OK,132,0,0,0,1.0,0,3.0109
Test03_OK_chg,충전,OK,133,0,0,0,1.0,0,2.2001
Test03_OK_chg,충전,OK,134,0,0,0,1.0,0,2.4055
Test03_OK_chg,충전,OK,135,0,0,0,0.9,0,3.0935
Test03_OK_chg,충전,OK,136,0,0,0,0.9,0,2.8434
Test03_OK_chg,충전,OK,137,0,0,0,0.9,0,3.2503
Test03_OK_chg,충전,OK,138,0,0,0,0.9,0,2.224
Test03_OK_chg,충전,OK,139,0,0,0,0.9,0,2.5107
Test03_OK_chg,충전,OK,140,0,0,0,0.9,0,2.7746
Test03_OK_chg,충전,OK,141,0,0,0,0.9,0,3.332
Test03_OK_chg,충전,OK,142,0,0,0,1.0,0,3.396
Test03_OK_chg,충전,OK,143,0,0,0,1.0,0,3.0794
Test03_OK_chg,충전,OK,144,0,0,0,1.0,0,3.1672
Test03_OK_chg,충전,OK,145,0,0,0,1.0,0,2.8357
Test03_OK_chg,충전,OK,146,0,0,0,0.9,0,3.5254
Test03_OK_chg,충전,OK,147,0,0,0,0.9,0,3.0731
Test03_OK_chg,충전,OK,148,0,0,0,0.9,0,2.8676
Test03_OK_chg,충전,OK,149,0,0,0,0.9,0,3.3944
Test03_OK_chg,충전,OK,150,0,1,0,1.0,1,3.8612
Test03_OK_chg,충전,OK,151,0,0,0,1.0,0,2.5199
Test03_OK_chg,충전,OK,152,0,0,0,1.0,0,3.5163
Test03_OK_chg,충전,OK,153,0,0,0,1.0,0,2.1002
Test03_OK_chg,충전,OK,154,0,0,0,1.0,0,2.9157
Test03_OK_chg,충전,OK,155,0,0,0,1.0,0,3.5012
Test03_OK_chg,충전,OK,156,0,0,0,0.9,0,3.3801
Test03_OK_chg,충전,OK,157,0,0,0,0.9,0,2.7973
Test03_OK_chg,충전,OK,158,0,0,0,0.9,0,2.7905
Test03_OK_chg,충전,OK,159,0,0,0,0.9,0,3.0201
Test03_OK_chg,충전,OK,160,0,0,0,1.0,0,3.308
Test03_OK_chg,충전,OK,161,0,0,0,1.0,0,3.2424
Test03_OK_chg,충전,OK,162,0,0,0,1.0,0,2.1596
Test03_OK_chg,충전,OK,163,0,0,0,1.0,0,3.4933
Test03_OK_chg,충전,OK,164,0,0,0,1.0,0,2.4556
Test03_OK_chg,충전,OK,165,0,0,0,1.0,0,3.484
Test03_OK_chg,충전,OK,166,0,0,0,0.9,0,2.6637
Test03_OK_chg,충전,OK,167,0,0,0,0.9,0,2.6403
Test03_OK_chg,충전,OK,168,0,0,0,1.0,0,2.9694
Test03_OK_chg,충전,OK,169,0,0,0,1.0,0,2.8424
Test03_OK_chg,충전,OK,170,0,0,0,1.0,0,2.1439
Test03_OK_chg,충전,OK,171,0,0,0,1.0,0,2.4973
Test03_OK_chg,충전,OK,172,0,0,0,1.0,0,2.7762
Test03_OK_chg,충전,OK,173,0,0,0,0.9,0,2.8468
Test03_OK_chg,충전,OK,174,0,0,0,0.9,0,3.1659
Test03_OK_chg,충전,OK,175,0,0,0,0.9,0,2.5033
Test03_OK_chg,충전,OK,176,0,0,0,0.9,0,2.6986
Test03_OK_chg,충전,OK,177,0,1,0,1.0,1,4.8071
Test03_OK_chg,충전,OK,178,0,0,0,1.0,0,2.5135
Test03_OK_chg,충전,OK,179,0,0,0,1.0,0,3.7053
Test03_OK_chg,충전,OK,180,0,0,0,1.0,0,3.0643
Test03_OK_chg,충전,OK,181,0,0,0,1.0,0,3.4456
Test03_OK_chg,충전,OK,182,0,0,0,1.0,0,3.1635
Test03_OK_chg,충전,OK,183,0,0,0,1.0,0,3.4536
Test03_OK_chg,충전,OK,184,0,0,0,1.0,0,2.7844
Test03_OK_chg,충전,OK,185,0,0,0,1.0,0,2.8315
Test03_OK_chg,충전,OK,186,0,0,0,0.9,0,3.0026
Test03_OK_chg,충전,OK,187,0,0,0,1.0,0,2.8158
Test03_OK_chg,충전,OK,188,0,0,0,1.0,0,2.1003
Test03_OK_chg,충전,OK,189,0,0,0,1.0,0,2.9168
Test03_OK_chg,충전,OK,190,0,0,0,1.0,0,2.7609
Test03_OK_chg,충전,OK,191,0,0,0,1.0,0,3.3946
Test03_OK_chg,충전,OK,192,0,0,0,1.0,0,2.8255
Test03_OK_chg,충전,OK,193,0,0,0,0.9,0,3.5318
Test03_OK_chg,충전,OK,194,0,0,0,0.9,0,2.8038
Test03_OK_chg,충전,OK,195,0,0,0,1.0,0,2.6577
Test03_OK_chg,충전,OK,196,0,0,0,1.0,0,2.5995
Test03_OK_chg,충전,OK,197,0,0,0,1.0,0,2.9108
Test03_OK_chg,충전,OK,198,0,0,0,1.0,0,3.8414
Test03_OK_chg,충전,OK,199,0,0,0,1.0,0,2.909
Test03_OK_chg,충전,OK,200,0,0,0,1.0,0,3.2375
Test03_OK_chg,충전,OK,201,0,0,0,1.0,0,3.0005
Test03_OK_chg,충전,OK,202,0,0,0,1.1,0,2.6505
Test03_OK_chg,충전,OK,203,0,0,0,1.0,0,3.0585
Test03_OK_chg,충전,OK,204,0,0,0,1.0,0,3.1358
Test03_OK_chg,충전,OK,205,0,0,0,1.0,0,2.7032
Test03_OK_chg,충전,OK,206,0,0,0,1.0,0,2.1971
Test03_OK_chg,충전,OK,207,0,0,0,1.0,0,3.1098
Test03_OK_chg,충전,OK,208,0,0,0,1.0,0,2.2106
Test03_OK_chg,충전,OK,209,0,0,0,1.0,0,3.5992
Test03_OK_chg,충전,OK,210,0,0,0,0.9,0,2.2488
Test03_OK_chg,충전,OK,211,0,0,0,1.1,0,2.7442
Test03_OK_chg,충전,OK,212,0,0,0,1.1,0,2.3467
Test03_OK_chg,충전,OK,213,0,0,0,1.0,0,3.225
Test03_OK_chg,충전,OK,214,0,0,0,1.0,0,3.1692
Test03_OK_chg,충전,OK,215,0,0,0,1.0,0,3.2116
Test03_OK_chg,충전,OK,216,0,0,0,1.0,0,2.8654
Test03_OK_chg,충전,OK,217,0,0,0,1.0,0,3.0261
Test03_OK_chg,충전,OK,218,0,0,0,1.0,0,2.417
Test03_OK_chg,충전,OK,219,0,0,0,1.1,0,2.7927
Test03_OK_chg,충전,OK,220,0,0,0,1.1,0,2.394
Test03_OK_chg,충전,OK,221,0,0,0,1.1,0,2.5645
Test03_OK_chg,충전,OK,222,0,0,0,1.0,0,3.2122
Test03_OK_chg,충전,OK,223,0,0,0,1.0,0,2.4741
Test03_OK_chg,충전,OK,224,0,0,0,1.0,0,3.6252
Test03_OK_chg,충전,OK,225,0,0,0,1.0,0,3.039
Test03_OK_chg,충전,OK,226,0,0,0,1.0,0,3.0602
Test03_OK_chg,충전,OK,227,0,0,0,1.0,0,2.6684
Test03_OK_chg,충전,OK,228,0,0,0,1.0,0,2.575
Test03_OK_chg,충전,OK,229,0,0,0,1.1,0,3.5493
Test03_OK_chg,충전,OK,230,0,0,0,1.1,0,2.7959
Test03_OK_chg,충전,OK,231,0,0,0,1.1,0,3.0934
Test03_OK_chg,충전,OK,232,0,0,0,1.0,0,3.2025
Test03_OK_chg,충전,OK,233,0,0,0,1.0,0,3.2116
Test03_OK_chg,충전,OK,234,0,0,0,1.0,0,3.3688
Test03_OK_chg,충전,OK,235,0,0,0,1.0,0,2.4344
Test03_OK_chg,충전,OK,236,0,0,0,1.0,0,1.9715
Test03_OK_chg,충전,OK,237,0,0,0,1.1,0,2.586
Test03_OK_chg,충전,OK,238,0,0,0,1.1,0,2.839
Test03_OK_chg,충전,OK,239,0,0,0,1.1,0,2.5794
Test03_OK_chg,충전,OK,240,0,0,0,1.1,0,3.0338
Test03_OK_chg,충전,OK,241,0,0,0,1.0,0,3.8375
Test03_OK_chg,충전,OK,242,0,0,0,1.0,0,3.1482
Test03_OK_chg,충전,OK,243,0,0,0,1.0,0,3.4961
Test03_OK_chg,충전,OK,244,0,0,0,1.0,0,3.7782
Test03_OK_chg,충전,OK,245,0,0,0,1.0,0,3.1831
Test03_OK_chg,충전,OK,246,0,0,0,1.0,0,3.0224
Test03_OK_chg,충전,OK,247,0,0,0,1.1,0,2.6333
Test03_OK_chg,충전,OK,248,0,0,0,1.1,0,2.6996
Test03_OK_chg,충전,OK,249,0,0,0,1.1,0,2.8726
Test03_OK_chg,충전,OK,250,0,0,0,1.1,0,3.3277
Test03_OK_chg,충전,OK,251,0,0,0,1.0,0,3.24
Test03_OK_chg,충전,OK,252,0,0,0,1.0,0,2.3332
Test03_OK_chg,충전,OK,253,0,0,0,1.0,0,3.4902
Test03_OK_chg,충전,OK,254,0,0,0,1.0,0,2.816
Test03_OK_chg,충전,OK,255,0,0,0,1.0,0,2.9777
Test03_OK_chg,충전,OK,256,0,0,0,1.1,0,3.1165
Test03_OK_chg,충전,OK,257,0,0,0,1.1,0,2.6244
Test03_OK_chg,충전,OK,258,0,0,0,1.1,0,3.5213
Test03_OK_chg,충전,OK,259,0,0,0,1.0,0,2.7617
Test03_OK_chg,충전,OK,260,0,1,0,1.1,1,3.92
Test03_OK_chg,충전,OK,261,0,0,0,1.0,0,2.7851
Test03_OK_chg,충전,OK,262,0,0,0,1.0,0,2.8601
Test03_OK_chg,충전,OK,263,0,0,0,1.0,0,2.7675
Test03_OK_chg,충전,OK,264,0,0,0,1.1,0,2.8409
Test03_OK_chg,충전,OK,265,0,0,0,1.1,0,2.3958
Test03_OK_chg,충전,OK,266,0,0,0,1.1,0,2.7261
Test03_OK_chg,충전,OK,267,0,0,0,1.1,0,2.7696
Test03_OK_chg,충전,OK,268,0,0,0,1.1,0,2.6917
Test03_OK_chg,충전,OK,269,0,0,0,1.1,0,2.8015
Test03_OK_chg,충전,OK,270,0,0,0,1.0,0,3.0292
Test03_OK_chg,충전,OK,271,0,0,0,1.0,0,2.7268
Test03_OK_chg,충전,OK,272,0,0,0,1.0,0,2.9108
Test03_OK_chg,충전,OK,273,0,0,0,1.1,0,2.3017
Test03_OK_chg,충전,OK,274,0,0,0,1.1,0,2.3225
Test03_OK_chg,충전,OK,275,0,0,0,1.1,0,2.6357
Test03_OK_chg,충전,OK,276,0,0,0,1.1,0,2.8516
Test03_OK_chg,충전,OK,277,0,0,0,1.1,0,3.2936
Test03_OK_chg,충전,OK,278,0,0,0,1.1,0,2.4932
Test03_OK_chg,충전,OK,279,0,0,0,1.0,0,3.0465
Test03_OK_chg,충전,OK,280,0,0,0,1.0,0,2.8067
Test03_OK_chg,충전,OK,281,0,1,0,1.0,1,4.3612
Test03_OK_chg,충전,OK,282,0,0,0,1.0,0,3.407
Test03_OK_chg,충전,OK,283,0,0,0,1.1,0,2.5599
Test03_OK_chg,충전,OK,284,0,0,0,1.1,0,2.4866
Test03_OK_chg,충전,OK,285,0,0,0,1.1,0,2.8595
Test03_OK_chg,충전,OK,286,0,0,0,1.1,0,3.1832
Test03_OK_chg,충전,OK,287,0,0,0,1.1,0,3.2715
Test03_OK_chg,충전,OK,288,0,0,0,1.1,0,3.589
Test03_OK_chg,충전,OK,289,0,0,0,1.0,0,2.3978
Test03_OK_chg,충전,OK,290,0,0,0,1.1,0,2.1624
Test03_OK_chg,충전,OK,291,0,0,0,1.1,0,2.8882
Test03_OK_chg,충전,OK,292,0,0,0,1.1,0,2.7515
Test03_OK_chg,충전,OK,293,0,0,0,1.1,0,3.2052
Test03_OK_chg,충전,OK,294,0,0,0,1.1,0,2.423
Test03_OK_chg,충전,OK,295,0,0,0,1.1,0,2.3512
Test03_OK_chg,충전,OK,296,0,0,0,1.1,0,2.9199
Test03_OK_chg,충전,OK,297,0,0,0,1.1,0,2.6681
Test03_OK_chg,충전,OK,298,0,0,0,1.0,0,3.2877
Test03_OK_chg,충전,OK,299,0,0,0,1.1,0,2.539
Test03_OK_chg,충전,OK,300,0,0,0,1.1,0,2.5884
Test03_OK_chg,충전,OK,301,0,0,0,1.1,0,3.6836
Test03_OK_chg,충전,OK,302,0,0,0,1.1,0,2.858
Test03_OK_chg,충전,OK,303,0,0,0,1.1,0,2.6324
Test03_OK_chg,충전,OK,304,0,0,0,1.1,0,2.8591
Test03_OK_chg,충전,OK,305,0,0,0,1.1,0,3.0173
Test03_OK_chg,충전,OK,306,0,0,0,1.1,0,2.9296
Test03_OK_chg,충전,OK,307,0,0,0,1.0,0,3.3796
Test03_OK_chg,충전,OK,308,0,0,0,1.0,0,2.7722
Test03_OK_chg,충전,OK,309,0,0,0,1.1,0,2.7457
Test03_OK_chg,충전,OK,310,0,0,0,1.1,0,2.8541
Test03_OK_chg,충전,OK,311,0,0,0,1.1,0,3.1472
Test03_OK_chg,충전,OK,312,0,0,0,1.1,0,2.4748
Test03_OK_chg,충전,OK,313,0,0,0,1.1,0,3.6983
Test03_OK_chg,충전,OK,314,0,0,0,1.0,0,2.9539
Test03_OK_chg,충전,OK,315,0,0,0,1.1,0,2.3041
Test03_OK_chg,충전,OK,316,0,0,0,1.0,0,2.873
Test03_OK_chg,충전,OK,317,0,0,0,1.1,0,3.7637
Test03_OK_chg,충전,OK,318,0,1,0,1.1,1,4.3821
Test03_OK_chg,충전,OK,319,0,0,0,1.1,0,2.7612
Test03_OK_chg,충전,OK,320,0,0,0,1.1,0,3.5046
Test03_OK_chg,충전,OK,321,0,0,0,1.1,0,3.6694
Test03_OK_chg,충전,OK,322,0,0,0,1.1,0,3.6144
Test03_OK_chg,충전,OK,323,0,0,0,1.1,0,2.728
Test03_OK_chg,충전,OK,324,0,0,0,1.1,0,2.4668
Test03_OK_chg,충전,OK,325,0,0,0,1.0,0,2.4906
Test03_OK_chg,충전,OK,326,0,0,0,1.2,0,3.0534
Test03_OK_chg,충전,OK,327,0,0,0,1.1,0,2.8621
Test03_OK_chg,충전,OK,328,0,0,0,1.1,0,3.1667
Test03_OK_chg,충전,OK,329,0,0,0,1.1,0,2.1515
Test03_OK_chg,충전,OK,330,0,0,0,1.1,0,3.5571
Test03_OK_chg,충전,OK,331,0,0,0,1.1,0,2.8885
Test03_OK_chg,충전,OK,332,0,0,0,1.1,0,2.5531
Test03_OK_chg,충전,OK,333,0,0,0,1.1,0,2.5313
Test03_OK_chg,충전,OK,334,0,0,0,1.1,0,2.8442
Test03_OK_chg,충전,OK,335,0,0,0,1.1,0,3.0606
Test03_OK_chg,충전,OK,336,0,1,0,1.1,1,4.3122
Test03_OK_chg,충전,OK,337,0,0,0,1.1,0,3.0176
Test03_OK_chg,충전,OK,338,0,0,0,1.1,0,3.1129
Test03_OK_chg,충전,OK,339,0,0,0,1.1,0,2.8272
Test03_OK_chg,충전,OK,340,0,0,0,1.1,0,3.0699
Test03_OK_chg,충전,OK,341,0,0,0,1.1,0,2.0475
Test03_OK_chg,충전,OK,342,0,0,0,1.1,0,2.7812
Test03_OK_chg,충전,OK,343,0,0,0,1.1,0,2.7619
Test03_OK_chg,충전,OK,344,0,0,0,1.2,0,2.9961
Test03_OK_chg,충전,OK,345,0,0,0,1.1,0,2.963
Test03_OK_chg,충전,OK,346,0,0,0,1.1,0,2.2592
Test03_OK_chg,충전,OK,347,0,0,0,1.1,0,3.4067
Test03_OK_chg,충전,OK,348,0,0,0,1.1,0,2.9974
Test03_OK_chg,충전,OK,349,0,0,0,1.1,0,2.5567
Test03_OK_chg,충전,OK,350,0,0,0,1.2,0,2.5829
Test03_OK_chg,충전,OK,351,0,0,0,1.2,0,2.7729
Test03_OK_chg,충전,OK,352,0,0,0,1.2,0,2.0841
Test03_OK_chg,충전,OK,353,0,0,0,1.2,0,2.9927
Test03_OK_chg,충전,OK,354,0,0,0,1.2,0,2.7946
Test03_OK_chg,충전,OK,355,0,0,0,1.1,0,2.5047
Test03_OK_chg,충전,OK,356,0,0,0,1.1,0,2.6207
Test03_OK_chg,충전,OK,357,0,0,0,1.1,0,2.4921
Test03_OK_chg,충전,OK,358,0,0,0,1.1,0,2.5596
Test03_OK_chg,충전,OK,359,0,0,0,1.2,0,2.6977
Test03_OK_chg,충전,OK,360,0,1,0,1.2,1,3.8929
Test03_OK_chg,충전,OK,361,0,0,0,1.2,0,2.3707
Test03_OK_chg,충전,OK,362,0,0,0,1.2,0,3.1218
Test03_OK_chg,충전,OK,363,0,0,0,1.2,0,2.1547
Test03_OK_chg,충전,OK,364,0,0,0,1.2,0,2.9586
Test03_OK_chg,충전,OK,365,0,0,0,1.1,0,2.6743
Test03_OK_chg,충전,OK,366,0,0,0,1.1,0,2.8743
Test03_OK_chg,충전,OK,367,0,0,0,1.1,0,2.9366
Test03_OK_chg,충전,OK,368,0,0,0,1.2,0,2.6358
Test03_OK_chg,충전,OK,369,0,0,0,1.2,0,3.1412
Test03_OK_chg,충전,OK,370,0,0,0,1.2,0,2.6162
Test03_OK_chg,충전,OK,371,0,0,0,1.2,0,2.6293
Test03_OK_chg,충전,OK,372,0,0,0,1.2,0,3.8293
Test03_OK_chg,충전,OK,373,0,0,0,1.2,0,3.1126
Test03_OK_chg,충전,OK,374,0,0,0,1.1,0,2.975
Test03_OK_chg,충전,OK,375,0,0,0,1.1,0,2.8848
Test03_OK_chg,충전,OK,376,0,0,0,1.1,0,2.5918
Test03_OK_chg,충전,OK,377,0,0,0,1.1,0,3.6034
Test03_OK_chg,충전,OK,378,0,0,0,1.2,0,2.8652
Test03_OK_chg,충전,OK,379,0,0,0,1.2,0,2.455
Test03_OK_chg,충전,OK,380,0,0,0,1.2,0,3.6455
Test03_OK_chg,충전,OK,381,0,0,0,1.2,0,2.7011
Test03_OK_chg,충전,OK,382,0,0,0,1.2,0,2.7986
Test03_OK_chg,충전,OK,383,0,0,0,1.1,0,3.2242
Test03_OK_chg,충전,OK,384,0,0,0,1.1,0,2.6401
Test03_OK_chg,충전,OK,385,0,0,0,1.1,0,2.5118
Test03_OK_chg,충전,OK,386,0,0,0,1.1,0,2.0589
Test03_OK_chg,충전,OK,387,0,0,0,1.2,0,2.9498
Test03_OK_chg,충전,OK,388,0,1,0,1.2,1,3.9244
Test03_OK_chg,충전,OK,389,0,0,0,1.2,0,3.1184
Test03_OK_chg,충전,OK,390,0,0,0,1.2,0,3.0399
Test03_OK_chg,충전,OK,391,0,0,0,1.2,0,3.0539
Test03_OK_chg,충전,OK,392,0,0,0,1.2,0,2.8355
Test03_OK_chg,충전,OK,393,0,0,0,1.3,0,2.9108
Test03_OK_chg,충전,OK,394,0,0,0,1.2,0,3.5567
Test03_OK_chg,충전,OK,395,0,0,0,1.2,0,2.5659
Test03_OK_chg,충전,OK,396,0,0,0,1.2,0,3.2002
