파일,충방전,판정,시점,label,PCA_예측,이상점수_Q,이상점수_T2
Test03_OK_chg,충전,OK,188,0,0,2.8873,15.7634
Test03_OK_chg,충전,OK,189,0,0,0.0486,11.437
Test03_OK_chg,충전,OK,190,0,0,0.1407,14.5634
Test03_OK_chg,충전,OK,191,0,0,0.0394,14.2362
Test03_OK_chg,충전,OK,192,0,0,0.0315,4.5059
Test03_OK_chg,충전,OK,193,0,0,1.1449,14.2014
Test03_OK_chg,충전,OK,194,0,0,0.1372,7.7334
Test03_OK_chg,충전,OK,195,0,0,0.0378,24.6736
Test03_OK_chg,충전,OK,196,0,0,0.0165,15.9346
Test03_OK_chg,충전,OK,197,0,0,0.0948,7.5069
Test03_OK_chg,충전,OK,198,0,0,0.4565,26.9388
Test03_OK_chg,충전,OK,199,0,0,0.1887,10.5746
Test03_OK_chg,충전,OK,200,0,0,0.0185,7.3829
Test03_OK_chg,충전,OK,201,0,0,0.76,20.6294
Test03_OK_chg,충전,OK,202,0,0,0.2375,32.6826
Test03_OK_chg,충전,OK,203,0,0,1.0208,7.1135
Test03_OK_chg,충전,OK,204,0,0,0.0031,6.3222
Test03_OK_chg,충전,OK,205,0,0,0.4286,25.7841
Test03_OK_chg,충전,OK,206,0,0,1.0312,10.8689
Test03_OK_chg,충전,OK,207,0,0,0.0843,17.273
Test03_OK_chg,충전,OK,208,0,0,1.1168,8.0674
Test03_OK_chg,충전,OK,209,0,0,0.1173,28.7794
Test03_OK_chg,충전,OK,210,0,0,1.8702,19.5013
Test03_OK_chg,충전,OK,211,0,0,0.0745,16.3429
Test03_OK_chg,충전,OK,212,0,0,0.8473,6.6193
Test03_OK_chg,충전,OK,213,0,0,0.0269,10.2297
Test03_OK_chg,충전,OK,214,0,0,0.0024,4.4217
Test03_OK_chg,충전,OK,215,0,0,0.0652,5.3462
Test03_OK_chg,충전,OK,216,0,0,0.3684,6.7207
Test03_OK_chg,충전,OK,217,0,0,0.009,5.6082
Test03_OK_chg,충전,OK,218,0,0,0.2069,5.2135
Test03_OK_chg,충전,OK,219,0,0,0.5555,34.348
Test03_OK_chg,충전,OK,220,0,0,0.1131,9.7266
Test03_OK_chg,충전,OK,221,0,0,0.0027,8.7864
Test03_OK_chg,충전,OK,222,0,0,0.0497,7.9384
Test03_OK_chg,충전,OK,223,0,0,0.6352,12.2115
Test03_OK_chg,충전,OK,224,0,0,0.1474,25.7975
Test03_OK_chg,충전,OK,225,0,0,2.5024,19.9646
Test03_OK_chg,충전,OK,226,0,0,0.5226,14.6828
Test03_OK_chg,충전,OK,227,0,0,0.0022,5.5736
Test03_OK_chg,충전,OK,228,0,0,0.0777,5.4222
Test03_OK_chg,충전,OK,229,0,0,0.0135,28.3099
Test03_OK_chg,충전,OK,230,0,0,0.2795,13.6383
Test03_OK_chg,충전,OK,231,0,0,0.0099,8.5754
Test03_OK_chg,충전,OK,232,0,0,0.0482,7.8434
Test03_OK_chg,충전,OK,233,0,0,0.2911,13.1541
Test03_OK_chg,충전,OK,234,0,0,2.0624,11.791
Test03_OK_chg,충전,OK,235,0,0,1.143,19.9147
Test03_OK_chg,충전,OK,236,0,0,2.7092,6.0749
Test03_OK_chg,충전,OK,237,0,0,0.5186,24.3574
Test03_OK_chg,충전,OK,238,0,0,0.1048,6.2162
Test03_OK_chg,충전,OK,239,0,0,0.0041,11.182
Test03_OK_chg,충전,OK,240,0,0,0.0503,7.995
Test03_OK_chg,충전,OK,241,0,0,1.4622,27.0953
Test03_OK_chg,충전,OK,242,0,0,0.5128,31.611
Test03_OK_chg,충전,OK,243,0,0,0.235,10.5295
Test03_OK_chg,충전,OK,244,0,0,0.072,12.8418
Test03_OK_chg,충전,OK,245,0,0,0.119,11.5084
Test03_OK_chg,충전,OK,246,0,0,0.0296,17.0669
Test03_OK_chg,충전,OK,247,0,0,0.508,28.8194
Test03_OK_chg,충전,OK,248,0,0,0.4441,22.6885
Test03_OK_chg,충전,OK,249,0,0,0.278,7.7659
Test03_OK_chg,충전,OK,250,0,0,0.6049,18.1411
Test03_OK_chg,충전,OK,251,0,0,0.3103,19.028
Test03_OK_chg,충전,OK,252,0,0,1.0484,7.2836
Test03_OK_chg,충전,OK,253,0,0,0.1341,21.0087
Test03_OK_chg,충전,OK,254,0,0,0.2041,13.7773
Test03_OK_chg,충전,OK,255,0,0,0.9312,17.5526
Test03_OK_chg,충전,OK,256,0,0,0.3943,26.2397
Test03_OK_chg,충전,OK,257,0,0,0.0014,6.8205
Test03_OK_chg,충전,OK,258,0,0,0.7936,8.9924
Test03_OK_chg,충전,OK,259,0,0,0.006,4.6581
Test03_OK_chg,충전,OK,260,0,0,0.2957,20.5046
Test03_OK_chg,충전,OK,261,0,0,0.0566,10.4083
Test03_OK_chg,충전,OK,262,0,0,0.169,10.7184
Test03_OK_chg,충전,OK,263,0,0,0.0063,5.4664
Test03_OK_chg,충전,OK,264,0,0,0.262,33.6702
Test03_OK_chg,충전,OK,265,0,0,1.6076,27.1198
Test03_OK_chg,충전,OK,266,0,0,0.0008,4.654
Test03_OK_chg,충전,OK,267,0,0,0.0254,4.23
Test03_OK_chg,충전,OK,268,0,0,0.099,16.9375
Test03_OK_chg,충전,OK,269,0,0,0.049,18.066
Test03_OK_chg,충전,OK,270,0,0,0.1323,9.0062
Test03_OK_chg,충전,OK,271,0,0,0.0031,4.4574
Test03_OK_chg,충전,OK,272,0,0,0.3316,10.8756
Test03_OK_chg,충전,OK,273,0,0,1.8862,31.0778
Test03_OK_chg,충전,OK,274,0,0,1.1017,6.7806
Test03_OK_chg,충전,OK,275,0,0,0.0559,16.3433
Test03_OK_chg,충전,OK,276,0,0,0.1208,7.4212
Test03_OK_chg,충전,OK,277,0,0,0.0681,7.1041
Test03_OK_chg,충전,OK,278,0,0,0.6455,10.0734
Test03_OK_chg,충전,OK,279,0,0,3.42,27.0932
Test03_OK_chg,충전,OK,280,0,0,0.1154,11.0295
Test03_OK_chg,충전,OK,281,0,0,5.5455,15.1389
Test03_OK_chg,충전,OK,282,0,0,0.6329,10.4606
Test03_OK_chg,충전,OK,283,0,0,0.2152,17.9438
Test03_OK_chg,충전,OK,284,0,0,0.7282,11.483
Test03_OK_chg,충전,OK,285,0,0,0.4618,17.0508
Test03_OK_chg,충전,OK,286,0,0,0.0207,7.4231
Test03_OK_chg,충전,OK,287,0,0,0.4257,21.8918
Test03_OK_chg,충전,OK,288,0,0,0.7488,8.3484
Test03_OK_chg,충전,OK,289,0,0,0.0526,17.211
Test03_OK_chg,충전,OK,290,0,0,1.1586,5.1666
Test03_OK_chg,충전,OK,291,0,0,0.2938,18.3374
Test03_OK_chg,충전,OK,292,0,0,0.1748,15.6238
Test03_OK_chg,충전,OK,293,0,0,0.0863,22.031
Test03_OK_chg,충전,OK,294,0,0,0.0799,16.2786
Test03_OK_chg,충전,OK,295,0,0,0.3652,7.5134
Test03_OK_chg,충전,OK,296,0,0,0.1674,8.8971
Test03_OK_chg,충전,OK,297,0,0,0.2452,9.1709
Test03_OK_chg,충전,OK,298,0,0,0.007,17.1637
Test03_OK_chg,충전,OK,299,0,0,0.3228,32.411
Test03_OK_chg,충전,OK,300,0,0,0.0009,9.2994
Test03_OK_chg,충전,OK,301,0,0,0.0566,11.2341
Test03_OK_chg,충전,OK,302,0,0,0.1298,5.7646
Test03_OK_chg,충전,OK,303,0,0,0.1147,6.884
Test03_OK_chg,충전,OK,304,0,0,0.0655,22.4121
Test03_OK_chg,충전,OK,305,0,0,0.0108,14.1225
Test03_OK_chg,충전,OK,306,0,0,0.3009,4.8186
Test03_OK_chg,충전,OK,307,0,0,0.3806,10.4715
Test03_OK_chg,충전,OK,308,0,0,0.1571,12.9711
Test03_OK_chg,충전,OK,309,0,0,0.0287,22.5889
Test03_OK_chg,충전,OK,310,0,0,0.5667,19.6904
Test03_OK_chg,충전,OK,311,0,0,0.8126,7.1766
Test03_OK_chg,충전,OK,312,0,0,0.1619,5.7219
Test03_OK_chg,충전,OK,313,0,0,0.6095,15.3101
Test03_OK_chg,충전,OK,314,0,0,0.2115,10.2395
Test03_OK_chg,충전,OK,315,0,0,1.713,19.609
Test03_OK_chg,충전,OK,316,0,0,0.0839,5.0547
Test03_OK_chg,충전,OK,317,0,0,0.2795,25.9453
Test03_OK_chg,충전,OK,318,0,0,5.9527,15.105
Test03_OK_chg,충전,OK,319,0,0,0.0946,7.6874
Test03_OK_chg,충전,OK,320,0,0,0.9888,11.9548
Test03_OK_chg,충전,OK,321,0,0,0.1095,11.2843
Test03_OK_chg,충전,OK,322,0,0,0.0069,15.409
Test03_OK_chg,충전,OK,323,0,0,0.3095,25.5568
Test03_OK_chg,충전,OK,324,0,0,0.267,3.7652
Test03_OK_chg,충전,OK,325,0,0,0.7542,13.1706
Test03_OK_chg,충전,OK,326,0,0,6.7656,29.741
Test03_OK_chg,충전,OK,327,0,0,0.0608,3.5179
Test03_OK_chg,충전,OK,328,0,0,0.0004,7.8696
Test03_OK_chg,충전,OK,329,0,0,1.5379,10.9123
Test03_OK_chg,충전,OK,330,0,0,0.0482,30.0921
Test03_OK_chg,충전,OK,331,0,0,0.048,36.5845
Test03_OK_chg,충전,OK,332,0,0,0.174,3.1349
Test03_OK_chg,충전,OK,333,0,0,0.0179,18.5735
Test03_OK_chg,충전,OK,334,0,0,0.0575,3.5511
Test03_OK_chg,충전,OK,335,0,0,0.0328,19.4598
Test03_OK_chg,충전,OK,336,0,0,1.4841,30.3495
Test03_OK_chg,충전,OK,337,0,0,0.0844,24.7808
Test03_OK_chg,충전,OK,338,0,0,0.1451,16.2646
Test03_OK_chg,충전,OK,339,0,0,0.2089,9.0255
Test03_OK_chg,충전,OK,340,0,0,0.0459,15.5086
Test03_OK_chg,충전,OK,341,0,0,2.7196,8.6747
Test03_OK_chg,충전,OK,342,0,0,0.0073,3.5538
Test03_OK_chg,충전,OK,343,0,0,0.3257,17.6506
Test03_OK_chg,충전,OK,344,0,0,0.6583,18.6071
Test03_OK_chg,충전,OK,345,0,0,0.7983,18.5188
Test03_OK_chg,충전,OK,346,0,0,1.7867,16.8386
Test03_OK_chg,충전,OK,347,0,0,0.1339,8.3412
Test03_OK_chg,충전,OK,348,0,0,0.0559,28.7002
Test03_OK_chg,충전,OK,349,0,0,0.1866,4.39
Test03_OK_chg,충전,OK,350,0,0,0.6119,39.5154
Test03_OK_chg,충전,OK,351,0,0,0.0702,9.451
Test03_OK_chg,충전,OK,352,0,0,2.0274,5.4299
Test03_OK_chg,충전,OK,353,0,0,0.9944,12.9225
Test03_OK_chg,충전,OK,354,0,0,0.0833,3.7256
Test03_OK_chg,충전,OK,355,0,0,0.004,16.0646
Test03_OK_chg,충전,OK,356,0,0,0.1668,25.0705
Test03_OK_chg,충전,OK,357,0,0,0.0103,11.3145
Test03_OK_chg,충전,OK,358,0,0,0.0499,4.0464
Test03_OK_chg,충전,OK,359,0,0,0.0115,16.4163
Test03_OK_chg,충전,OK,360,0,0,0.0944,19.2267
Test03_OK_chg,충전,OK,361,0,0,0.326,5.2328
Test03_OK_chg,충전,OK,362,0,0,0.0117,10.4411
Test03_OK_chg,충전,OK,363,0,0,2.0352,18.9018
Test03_OK_chg,충전,OK,364,0,0,0.0091,11.9714
Test03_OK_chg,충전,OK,365,0,0,0.1857,9.5401
Test03_OK_chg,충전,OK,366,0,0,0.334,18.2847
Test03_OK_chg,충전,OK,367,0,0,0.2567,5.7597
Test03_OK_chg,충전,OK,368,0,0,0.0593,27.5059
Test03_OK_chg,충전,OK,369,0,0,1.0067,5.8812
Test03_OK_chg,충전,OK,370,0,0,0.0032,6.3525
Test03_OK_chg,충전,OK,371,0,0,0.0007,5.3744
Test03_OK_chg,충전,OK,372,0,0,0.1798,13.9153
Test03_OK_chg,충전,OK,373,0,0,0.3371,15.8092
Test03_OK_chg,충전,OK,374,0,0,0.3861,4.5078
Test03_OK_chg,충전,OK,375,0,0,0.1412,4.6951
Test03_OK_chg,충전,OK,376,0,0,0.5618,24.4267
Test03_OK_chg,충전,OK,377,0,0,0.0085,32.433
Test03_OK_chg,충전,OK,378,0,0,0.1521,19.7563
Test03_OK_chg,충전,OK,379,0,0,0.0913,8.8903
Test03_OK_chg,충전,OK,380,0,0,0.0124,10.7391
Test03_OK_chg,충전,OK,381,0,0,0.095,8.2977
Test03_OK_chg,충전,OK,382,0,0,0.058,3.6338
Test03_OK_chg,충전,OK,383,0,0,1.5004,20.6424
Test03_OK_chg,충전,OK,384,0,0,0.0375,7.6756
Test03_OK_chg,충전,OK,385,0,0,0.5433,9.6106
Test03_OK_chg,충전,OK,386,0,0,0.7082,20.7103
Test03_OK_chg,충전,OK,387,0,0,0.1955,14.5289
Test03_OK_chg,충전,OK,388,0,0,0.3626,16.5335
Test03_OK_chg,충전,OK,389,0,0,0.6988,7.2221
Test03_OK_chg,충전,OK,390,0,0,0.7601,14.3709
Test03_OK_chg,충전,OK,391,0,0,0.0045,9.9104
Test03_OK_chg,충전,OK,392,0,0,0.006,5.5209
Test03_OK_chg,충전,OK,393,0,0,0.142,16.1974
Test03_OK_chg,충전,OK,394,0,0,0.4503,8.357
Test03_OK_chg,충전,OK,395,0,0,0.5039,13.1053
Test03_OK_chg,충전,OK,396,0,0,0.2229,22.8953
Test03_OK_chg,충전,OK,397,0,0,0.5585,5.1902
Test03_OK_chg,충전,OK,398,0,0,0.0503,4.1054
Test03_OK_chg,충전,OK,399,0,0,0.2585,4.278
Test03_OK_chg,충전,OK,400,0,0,2.8978,16.2642
Test03_OK_chg,충전,OK,401,0,0,0.2478,7.9042
Test03_OK_chg,충전,OK,402,0,0,4.2965,12.726
Test03_OK_chg,충전,OK,403,0,0,0.2601,36.952
Test03_OK_chg,충전,OK,404,0,0,0.0167,21.1894
Test03_OK_chg,충전,OK,405,0,0,0.231,17.2838
Test03_OK_chg,충전,OK,406,0,0,0.9322,9.891
Test03_OK_chg,충전,OK,407,0,0,0.4302,12.4279
Test03_OK_chg,충전,OK,408,0,0,0.3558,9.4838
Test03_OK_chg,충전,OK,409,0,0,1.6652,9.0748
Test03_OK_chg,충전,OK,410,0,0,0.1168,7.5849
Test03_OK_chg,충전,OK,411,0,0,0.0059,10.0216
Test03_OK_chg,충전,OK,412,0,0,0.2708,3.4069
Test03_OK_chg,충전,OK,413,0,0,0.0424,14.4639
Test03_OK_chg,충전,OK,414,0,0,0.6899,49.6027
Test03_OK_chg,충전,OK,415,0,0,0.0383,10.3111
Test03_OK_chg,충전,OK,416,0,0,0.0307,10.712
Test03_OK_chg,충전,OK,417,0,0,0.0104,8.909
Test03_OK_chg,충전,OK,418,0,0,0.1446,28.3301
Test03_OK_chg,충전,OK,419,0,0,2.6512,11.7022
Test03_OK_chg,충전,OK,420,0,0,0.0117,5.6373
Test03_OK_chg,충전,OK,421,0,0,0.0204,12.7574
Test03_OK_chg,충전,OK,422,0,0,0.0417,24.0098
Test03_OK_chg,충전,OK,423,0,0,1.1466,12.5259
Test03_OK_chg,충전,OK,424,0,0,0.0489,6.0557
Test03_OK_chg,충전,OK,425,0,0,0.0019,10.4633
Test03_OK_chg,충전,OK,426,0,0,0.0161,4.9032
Test03_OK_chg,충전,OK,427,0,0,0.0107,8.6748
Test03_OK_chg,충전,OK,428,0,0,0.0544,3.5665
Test03_OK_chg,충전,OK,429,0,0,0.0234,11.4208
Test03_OK_chg,충전,OK,430,0,0,1.5601,17.1407
Test03_OK_chg,충전,OK,431,0,0,4.3502,14.5493
Test03_OK_chg,충전,OK,432,0,0,0.1733,17.0346
Test03_OK_chg,충전,OK,433,0,0,0.0042,17.1637
Test03_OK_chg,충전,OK,434,0,0,0.0027,8.9462
Test03_OK_chg,충전,OK,435,0,0,0.0378,7.4975
Test03_OK_chg,충전,OK,436,0,0,0.1358,3.7494
Test03_OK_chg,충전,OK,437,0,0,0.0327,4.9431
