파일,충방전,판정,시점,label,예측,재구성오차
Test03_OK_chg,충전,OK,49,0,0,0.39361
Test03_OK_chg,충전,OK,50,0,0,0.410776
Test03_OK_chg,충전,OK,51,0,0,0.432097
Test03_OK_chg,충전,OK,52,0,0,0.460967
Test03_OK_chg,충전,OK,53,0,0,0.485597
Test03_OK_chg,충전,OK,54,0,0,0.508911
Test03_OK_chg,충전,OK,55,0,0,1.84731
Test03_OK_chg,충전,OK,56,0,0,69.772307
Test03_OK_chg,충전,OK,57,0,0,213.367616
Test03_OK_chg,충전,OK,58,0,0,4.453587
Test03_OK_chg,충전,OK,59,0,0,1.78903
Test03_OK_chg,충전,OK,60,0,0,0.365773
Test03_OK_chg,충전,OK,61,0,0,0.384018
Test03_OK_chg,충전,OK,62,0,0,0.594702
Test03_OK_chg,충전,OK,63,0,0,0.654552
Test03_OK_chg,충전,OK,64,0,0,0.316557
Test03_OK_chg,충전,OK,65,0,0,2.550697
Test03_OK_chg,충전,OK,66,0,0,1.88778
Test03_OK_chg,충전,OK,67,0,0,2.168569
Test03_OK_chg,충전,OK,68,0,0,0.372071
Test03_OK_chg,충전,OK,69,0,0,0.579294
Test03_OK_chg,충전,OK,70,0,0,2.910967
Test03_OK_chg,충전,OK,71,0,0,0.948756
Test03_OK_chg,충전,OK,72,0,0,0.271627
Test03_OK_chg,충전,OK,73,0,0,0.531383
Test03_OK_chg,충전,OK,74,0,0,1.401885
Test03_OK_chg,충전,OK,75,0,0,1.135035
Test03_OK_chg,충전,OK,76,0,0,0.473651
Test03_OK_chg,충전,OK,77,0,0,0.983427
Test03_OK_chg,충전,OK,78,0,0,1.460256
Test03_OK_chg,충전,OK,79,0,0,1.978033
Test03_OK_chg,충전,OK,80,0,0,1.841923
Test03_OK_chg,충전,OK,81,0,0,1.981237
Test03_OK_chg,충전,OK,82,0,0,0.671052
Test03_OK_chg,충전,OK,83,0,0,1.870764
Test03_OK_chg,충전,OK,84,0,0,1.450235
Test03_OK_chg,충전,OK,85,0,0,1.353115
Test03_OK_chg,충전,OK,86,0,0,1.471063
Test03_OK_chg,충전,OK,87,0,0,2.816605
Test03_OK_chg,충전,OK,88,0,0,2.283631
Test03_OK_chg,충전,OK,89,0,0,1.865655
Test03_OK_chg,충전,OK,90,0,0,1.190597
Test03_OK_chg,충전,OK,91,0,0,0.659765
Test03_OK_chg,충전,OK,92,0,0,1.162607
Test03_OK_chg,충전,OK,93,0,0,1.569575
Test03_OK_chg,충전,OK,94,0,0,3.169153
Test03_OK_chg,충전,OK,95,0,0,0.409427
Test03_OK_chg,충전,OK,96,0,0,2.120903
Test03_OK_chg,충전,OK,97,0,0,1.750104
Test03_OK_chg,충전,OK,98,0,0,2.151818
Test03_OK_chg,충전,OK,99,0,0,3.04649
Test03_OK_chg,충전,OK,100,0,0,1.408495
Test03_OK_chg,충전,OK,101,0,0,1.846053
Test03_OK_chg,충전,OK,102,0,0,2.051128
Test03_OK_chg,충전,OK,103,0,0,0.354413
Test03_OK_chg,충전,OK,104,0,0,0.548199
Test03_OK_chg,충전,OK,105,0,0,0.081536
Test03_OK_chg,충전,OK,106,0,0,0.511855
Test03_OK_chg,충전,OK,107,0,0,2.992455
Test03_OK_chg,충전,OK,108,0,0,2.9738
Test03_OK_chg,충전,OK,109,0,0,0.758326
Test03_OK_chg,충전,OK,110,0,0,0.301059
Test03_OK_chg,충전,OK,111,0,0,1.654101
Test03_OK_chg,충전,OK,112,0,0,2.437172
Test03_OK_chg,충전,OK,113,0,0,0.459266
Test03_OK_chg,충전,OK,114,0,0,1.757346
Test03_OK_chg,충전,OK,115,0,0,3.327703
Test03_OK_chg,충전,OK,116,0,0,1.138439
Test03_OK_chg,충전,OK,117,0,0,0.332415
Test03_OK_chg,충전,OK,118,0,0,1.407737
Test03_OK_chg,충전,OK,119,0,0,3.395072
Test03_OK_chg,충전,OK,120,0,0,0.837893
Test03_OK_chg,충전,OK,121,0,0,0.385185
Test03_OK_chg,충전,OK,122,0,0,0.524567
Test03_OK_chg,충전,OK,123,0,0,4.522403
Test03_OK_chg,충전,OK,124,0,0,2.469246
Test03_OK_chg,충전,OK,125,0,0,0.506403
Test03_OK_chg,충전,OK,126,0,0,0.522072
Test03_OK_chg,충전,OK,127,0,0,1.664499
Test03_OK_chg,충전,OK,128,0,0,0.730216
Test03_OK_chg,충전,OK,129,0,0,1.210939
Test03_OK_chg,충전,OK,130,0,0,0.763151
Test03_OK_chg,충전,OK,131,0,0,1.14708
Test03_OK_chg,충전,OK,132,0,0,3.042743
Test03_OK_chg,충전,OK,133,0,0,3.12644
Test03_OK_chg,충전,OK,134,0,0,0.818988
Test03_OK_chg,충전,OK,135,0,0,0.632124
Test03_OK_chg,충전,OK,136,0,0,0.158516
Test03_OK_chg,충전,OK,137,0,0,0.409915
Test03_OK_chg,충전,OK,138,0,0,1.736289
Test03_OK_chg,충전,OK,139,0,0,0.86748
Test03_OK_chg,충전,OK,140,0,0,0.56867
Test03_OK_chg,충전,OK,141,0,0,0.203423
Test03_OK_chg,충전,OK,142,0,0,1.926344
Test03_OK_chg,충전,OK,143,0,0,0.733672
Test03_OK_chg,충전,OK,144,0,0,0.107597
Test03_OK_chg,충전,OK,145,0,0,0.360471
Test03_OK_chg,충전,OK,146,0,0,0.488475
Test03_OK_chg,충전,OK,147,0,0,1.338299
Test03_OK_chg,충전,OK,148,0,0,1.234239
Test03_OK_chg,충전,OK,149,0,0,1.065214
Test03_OK_chg,충전,OK,150,0,0,2.250821
Test03_OK_chg,충전,OK,151,0,0,0.544068
Test03_OK_chg,충전,OK,152,0,0,0.271574
Test03_OK_chg,충전,OK,153,0,0,1.456298
Test03_OK_chg,충전,OK,154,0,0,0.138965
Test03_OK_chg,충전,OK,155,0,0,0.670256
Test03_OK_chg,충전,OK,156,0,0,0.472418
Test03_OK_chg,충전,OK,157,0,0,0.774324
Test03_OK_chg,충전,OK,158,0,0,1.230879
Test03_OK_chg,충전,OK,159,0,0,3.533179
Test03_OK_chg,충전,OK,160,0,0,4.201382
Test03_OK_chg,충전,OK,161,0,0,1.49746
Test03_OK_chg,충전,OK,162,0,0,1.360952
Test03_OK_chg,충전,OK,163,0,0,1.576679
Test03_OK_chg,충전,OK,164,0,0,2.474197
Test03_OK_chg,충전,OK,165,0,0,1.213875
Test03_OK_chg,충전,OK,166,0,0,2.137212
Test03_OK_chg,충전,OK,167,0,0,1.515062
Test03_OK_chg,충전,OK,168,0,0,1.500669
Test03_OK_chg,충전,OK,169,0,0,1.441463
Test03_OK_chg,충전,OK,170,0,0,1.781219
Test03_OK_chg,충전,OK,171,0,0,1.880471
Test03_OK_chg,충전,OK,172,0,0,0.622071
Test03_OK_chg,충전,OK,173,0,0,2.969497
Test03_OK_chg,충전,OK,174,0,0,2.05393
Test03_OK_chg,충전,OK,175,0,0,1.76724
Test03_OK_chg,충전,OK,176,0,0,0.330458
Test03_OK_chg,충전,OK,177,0,0,5.152224
Test03_OK_chg,충전,OK,178,0,0,2.142099
Test03_OK_chg,충전,OK,179,0,0,2.909584
Test03_OK_chg,충전,OK,180,0,0,0.508148
Test03_OK_chg,충전,OK,181,0,0,0.880677
Test03_OK_chg,충전,OK,182,0,0,0.956759
Test03_OK_chg,충전,OK,183,0,0,2.618548
Test03_OK_chg,충전,OK,184,0,0,1.965164
Test03_OK_chg,충전,OK,185,0,0,0.30004
Test03_OK_chg,충전,OK,186,0,0,1.772881
Test03_OK_chg,충전,OK,187,0,0,1.760256
Test03_OK_chg,충전,OK,188,0,0,2.034073
Test03_OK_chg,충전,OK,189,0,0,0.808658
Test03_OK_chg,충전,OK,190,0,0,1.414985
Test03_OK_chg,충전,OK,191,0,0,0.926422
Test03_OK_chg,충전,OK,192,0,0,0.132903
Test03_OK_chg,충전,OK,193,0,0,0.931607
Test03_OK_chg,충전,OK,194,0,0,0.46967
Test03_OK_chg,충전,OK,195,0,0,2.2473
Test03_OK_chg,충전,OK,196,0,0,1.619377
Test03_OK_chg,충전,OK,197,0,0,0.363605
Test03_OK_chg,충전,OK,198,0,0,3.234377
Test03_OK_chg,충전,OK,199,0,0,0.747758
Test03_OK_chg,충전,OK,200,0,0,0.282353
Test03_OK_chg,충전,OK,201,0,0,1.964492
Test03_OK_chg,충전,OK,202,0,0,2.754965
Test03_OK_chg,충전,OK,203,0,0,0.413508
Test03_OK_chg,충전,OK,204,0,0,0.131546
Test03_OK_chg,충전,OK,205,0,0,2.507373
Test03_OK_chg,충전,OK,206,0,0,1.244021
Test03_OK_chg,충전,OK,207,0,0,1.402376
Test03_OK_chg,충전,OK,208,0,0,0.940109
Test03_OK_chg,충전,OK,209,0,0,3.12209
Test03_OK_chg,충전,OK,210,0,0,2.22564
Test03_OK_chg,충전,OK,211,0,0,1.647619
Test03_OK_chg,충전,OK,212,0,0,0.782432
Test03_OK_chg,충전,OK,213,0,0,0.767413
Test03_OK_chg,충전,OK,214,0,0,0.133614
Test03_OK_chg,충전,OK,215,0,0,0.155771
Test03_OK_chg,충전,OK,216,0,0,0.540245
Test03_OK_chg,충전,OK,217,0,0,0.172724
Test03_OK_chg,충전,OK,218,0,0,0.644048
Test03_OK_chg,충전,OK,219,0,0,3.710267
Test03_OK_chg,충전,OK,220,0,0,1.127244
Test03_OK_chg,충전,OK,221,0,0,0.840611
Test03_OK_chg,충전,OK,222,0,0,0.605167
Test03_OK_chg,충전,OK,223,0,0,1.33294
Test03_OK_chg,충전,OK,224,0,0,2.038583
Test03_OK_chg,충전,OK,225,0,0,1.687478
Test03_OK_chg,충전,OK,226,0,0,0.925485
Test03_OK_chg,충전,OK,227,0,0,0.370958
Test03_OK_chg,충전,OK,228,0,0,0.424913
Test03_OK_chg,충전,OK,229,0,0,2.08206
Test03_OK_chg,충전,OK,230,0,0,1.251439
Test03_OK_chg,충전,OK,231,0,0,0.336515
Test03_OK_chg,충전,OK,232,0,0,0.167391
Test03_OK_chg,충전,OK,233,0,0,0.631647
Test03_OK_chg,충전,OK,234,0,0,1.071497
Test03_OK_chg,충전,OK,235,0,0,2.184915
Test03_OK_chg,충전,OK,236,0,0,1.277499
Test03_OK_chg,충전,OK,237,0,0,2.624127
Test03_OK_chg,충전,OK,238,0,0,0.38655
Test03_OK_chg,충전,OK,239,0,0,1.044461
Test03_OK_chg,충전,OK,240,0,0,0.357071
Test03_OK_chg,충전,OK,241,0,0,2.792286
Test03_OK_chg,충전,OK,242,0,0,3.255124
Test03_OK_chg,충전,OK,243,0,0,0.683311
Test03_OK_chg,충전,OK,244,0,0,1.042902
Test03_OK_chg,충전,OK,245,0,0,0.551506
Test03_OK_chg,충전,OK,246,0,0,1.204243
Test03_OK_chg,충전,OK,247,0,0,3.29431
Test03_OK_chg,충전,OK,248,0,0,2.442497
Test03_OK_chg,충전,OK,249,0,0,0.554943
Test03_OK_chg,충전,OK,250,0,0,1.264849
Test03_OK_chg,충전,OK,251,0,0,1.518994
Test03_OK_chg,충전,OK,252,0,0,0.896069
Test03_OK_chg,충전,OK,253,0,0,1.985666
Test03_OK_chg,충전,OK,254,0,0,1.268105
Test03_OK_chg,충전,OK,255,0,0,1.513606
Test03_OK_chg,충전,OK,256,0,0,2.16182
Test03_OK_chg,충전,OK,257,0,0,0.511785
Test03_OK_chg,충전,OK,258,0,0,0.513364
Test03_OK_chg,충전,OK,259,0,0,0.101823
Test03_OK_chg,충전,OK,260,0,0,2.183841
Test03_OK_chg,충전,OK,261,0,0,0.748663
Test03_OK_chg,충전,OK,262,0,0,0.821377
Test03_OK_chg,충전,OK,263,0,0,0.165719
Test03_OK_chg,충전,OK,264,0,0,2.623474
Test03_OK_chg,충전,OK,265,0,0,2.81251
Test03_OK_chg,충전,OK,266,0,0,0.104553
Test03_OK_chg,충전,OK,267,0,0,0.131178
Test03_OK_chg,충전,OK,268,0,0,1.453106
Test03_OK_chg,충전,OK,269,0,0,1.596383
Test03_OK_chg,충전,OK,270,0,0,0.547346
Test03_OK_chg,충전,OK,271,0,0,0.057945
Test03_OK_chg,충전,OK,272,0,0,0.682837
Test03_OK_chg,충전,OK,273,0,0,3.592349
Test03_OK_chg,충전,OK,274,0,0,0.651214
Test03_OK_chg,충전,OK,275,0,0,1.354383
Test03_OK_chg,충전,OK,276,0,0,0.492505
Test03_OK_chg,충전,OK,277,0,0,0.423478
Test03_OK_chg,충전,OK,278,0,0,0.934181
Test03_OK_chg,충전,OK,279,0,0,2.898444
Test03_OK_chg,충전,OK,280,0,0,0.968436
Test03_OK_chg,충전,OK,281,0,0,2.125163
Test03_OK_chg,충전,OK,282,0,0,0.679713
Test03_OK_chg,충전,OK,283,0,0,1.563039
Test03_OK_chg,충전,OK,284,0,0,1.210122
Test03_OK_chg,충전,OK,285,0,0,1.493003
Test03_OK_chg,충전,OK,286,0,0,0.432417
Test03_OK_chg,충전,OK,287,0,0,1.744481
Test03_OK_chg,충전,OK,288,0,0,0.615647
Test03_OK_chg,충전,OK,289,0,0,1.789342
Test03_OK_chg,충전,OK,290,0,0,0.716295
Test03_OK_chg,충전,OK,291,0,0,1.611741
Test03_OK_chg,충전,OK,292,0,0,1.343399
Test03_OK_chg,충전,OK,293,0,0,2.129453
Test03_OK_chg,충전,OK,294,0,0,1.768368
Test03_OK_chg,충전,OK,295,0,0,0.780388
Test03_OK_chg,충전,OK,296,0,0,0.48659
Test03_OK_chg,충전,OK,297,0,0,0.712117
Test03_OK_chg,충전,OK,298,0,0,1.528473
Test03_OK_chg,충전,OK,299,0,0,2.653115
Test03_OK_chg,충전,OK,300,0,0,0.857907
Test03_OK_chg,충전,OK,301,0,0,0.98665
Test03_OK_chg,충전,OK,302,0,0,0.35414
Test03_OK_chg,충전,OK,303,0,0,0.534959
Test03_OK_chg,충전,OK,304,0,0,1.936914
Test03_OK_chg,충전,OK,305,0,0,1.16116
Test03_OK_chg,충전,OK,306,0,0,0.212585
Test03_OK_chg,충전,OK,307,0,0,0.831116
Test03_OK_chg,충전,OK,308,0,0,1.11982
Test03_OK_chg,충전,OK,309,0,0,1.818499
Test03_OK_chg,충전,OK,310,0,0,2.177666
Test03_OK_chg,충전,OK,311,0,0,0.416398
Test03_OK_chg,충전,OK,312,0,0,0.699074
Test03_OK_chg,충전,OK,313,0,0,1.351541
Test03_OK_chg,충전,OK,314,0,0,0.87899
Test03_OK_chg,충전,OK,315,0,0,2.296078
Test03_OK_chg,충전,OK,316,0,0,0.261783
Test03_OK_chg,충전,OK,317,0,0,2.083802
Test03_OK_chg,충전,OK,318,0,0,1.771248
Test03_OK_chg,충전,OK,319,0,0,0.691436
Test03_OK_chg,충전,OK,320,0,0,0.808397
Test03_OK_chg,충전,OK,321,0,0,0.729842
Test03_OK_chg,충전,OK,322,0,0,1.119112
Test03_OK_chg,충전,OK,323,0,0,2.963338
Test03_OK_chg,충전,OK,324,0,0,0.488476
Test03_OK_chg,충전,OK,325,0,0,1.415416
Test03_OK_chg,충전,OK,326,0,0,3.337616
Test03_OK_chg,충전,OK,327,0,0,0.114995
Test03_OK_chg,충전,OK,328,0,0,0.328704
Test03_OK_chg,충전,OK,329,0,0,1.618398
Test03_OK_chg,충전,OK,330,0,0,3.202938
Test03_OK_chg,충전,OK,331,0,0,3.654364
Test03_OK_chg,충전,OK,332,0,0,0.281684
Test03_OK_chg,충전,OK,333,0,0,2.089592
Test03_OK_chg,충전,OK,334,0,0,0.156791
Test03_OK_chg,충전,OK,335,0,0,1.433743
Test03_OK_chg,충전,OK,336,0,0,4.01377
Test03_OK_chg,충전,OK,337,0,0,2.235222
Test03_OK_chg,충전,OK,338,0,0,1.420914
Test03_OK_chg,충전,OK,339,0,0,0.83827
Test03_OK_chg,충전,OK,340,0,0,1.16416
Test03_OK_chg,충전,OK,341,0,0,1.281738
Test03_OK_chg,충전,OK,342,0,0,0.078473
Test03_OK_chg,충전,OK,343,0,0,1.614238
Test03_OK_chg,충전,OK,344,0,0,1.959371
Test03_OK_chg,충전,OK,345,0,0,1.582105
Test03_OK_chg,충전,OK,346,0,0,1.794408
Test03_OK_chg,충전,OK,347,0,0,0.832935
Test03_OK_chg,충전,OK,348,0,0,2.926567
Test03_OK_chg,충전,OK,349,0,0,0.224657
Test03_OK_chg,충전,OK,350,0,0,3.701965
Test03_OK_chg,충전,OK,351,0,0,0.809887
Test03_OK_chg,충전,OK,352,0,0,0.744372
Test03_OK_chg,충전,OK,353,0,0,1.275474
Test03_OK_chg,충전,OK,354,0,0,0.162438
Test03_OK_chg,충전,OK,355,0,0,1.679686
Test03_OK_chg,충전,OK,356,0,0,2.505049
Test03_OK_chg,충전,OK,357,0,0,1.150413
Test03_OK_chg,충전,OK,358,0,0,0.233079
Test03_OK_chg,충전,OK,359,0,0,1.342022
Test03_OK_chg,충전,OK,360,0,0,2.615808
Test03_OK_chg,충전,OK,361,0,0,0.541703
Test03_OK_chg,충전,OK,362,0,0,0.672375
Test03_OK_chg,충전,OK,363,0,0,2.284538
Test03_OK_chg,충전,OK,364,0,0,0.971531
Test03_OK_chg,충전,OK,365,0,0,0.765106
Test03_OK_chg,충전,OK,366,0,0,1.540594
Test03_OK_chg,충전,OK,367,0,0,0.399028
Test03_OK_chg,충전,OK,368,0,0,2.59338
Test03_OK_chg,충전,OK,369,0,0,0.563847
Test03_OK_chg,충전,OK,370,0,0,0.642014
Test03_OK_chg,충전,OK,371,0,0,0.447399
Test03_OK_chg,충전,OK,372,0,0,1.39314
Test03_OK_chg,충전,OK,373,0,0,1.266096
Test03_OK_chg,충전,OK,374,0,0,0.174608
Test03_OK_chg,충전,OK,375,0,0,0.158733
Test03_OK_chg,충전,OK,376,0,0,2.468475
Test03_OK_chg,충전,OK,377,0,0,2.988658
Test03_OK_chg,충전,OK,378,0,0,2.373258
Test03_OK_chg,충전,OK,379,0,0,0.998937
Test03_OK_chg,충전,OK,380,0,0,0.801894
Test03_OK_chg,충전,OK,381,0,0,0.746995
Test03_OK_chg,충전,OK,382,0,0,0.232276
Test03_OK_chg,충전,OK,383,0,0,2.280184
Test03_OK_chg,충전,OK,384,0,0,0.677999
Test03_OK_chg,충전,OK,385,0,0,1.083044
Test03_OK_chg,충전,OK,386,0,0,3.012933
Test03_OK_chg,충전,OK,387,0,0,1.323376
Test03_OK_chg,충전,OK,388,0,0,1.484868
Test03_OK_chg,충전,OK,389,0,0,0.389973
Test03_OK_chg,충전,OK,390,0,0,1.240535
Test03_OK_chg,충전,OK,391,0,0,0.549823
Test03_OK_chg,충전,OK,392,0,0,0.46726
Test03_OK_chg,충전,OK,393,0,0,1.373814
Test03_OK_chg,충전,OK,394,0,0,0.481759
Test03_OK_chg,충전,OK,395,0,0,1.501735
Test03_OK_chg,충전,OK,396,0,0,2.384763
Test03_OK_chg,충전,OK,397,0,0,0.776856
Test03_OK_chg,충전,OK,398,0,0,0.067324
Test03_OK_chg,충전,OK,399,0,0,0.347389
Test03_OK_chg,충전,OK,400,0,0,2.173436
Test03_OK_chg,충전,OK,401,0,0,0.949576
Test03_OK_chg,충전,OK,402,0,0,1.387378
Test03_OK_chg,충전,OK,403,0,0,3.978298
Test03_OK_chg,충전,OK,404,0,0,2.495458
Test03_OK_chg,충전,OK,405,0,0,1.792544
Test03_OK_chg,충전,OK,406,0,0,0.546071
Test03_OK_chg,충전,OK,407,0,0,1.002432
Test03_OK_chg,충전,OK,408,0,0,0.931657
Test03_OK_chg,충전,OK,409,0,0,1.343233
Test03_OK_chg,충전,OK,410,0,0,0.360181
Test03_OK_chg,충전,OK,411,0,0,0.869895
Test03_OK_chg,충전,OK,412,0,0,0.338668
Test03_OK_chg,충전,OK,413,0,0,1.482467
Test03_OK_chg,충전,OK,414,0,0,4.282829
Test03_OK_chg,충전,OK,415,0,0,0.981758
Test03_OK_chg,충전,OK,416,0,0,1.089652
Test03_OK_chg,충전,OK,417,0,0,0.760518
Test03_OK_chg,충전,OK,418,0,0,2.660653
Test03_OK_chg,충전,OK,419,0,0,1.400867
Test03_OK_chg,충전,OK,420,0,0,0.373665
Test03_OK_chg,충전,OK,421,0,0,0.822608
Test03_OK_chg,충전,OK,422,0,0,2.990589
Test03_OK_chg,충전,OK,423,0,0,1.265316
Test03_OK_chg,충전,OK,424,0,0,0.323938
Test03_OK_chg,충전,OK,425,0,0,1.087765
Test03_OK_chg,충전,OK,426,0,0,0.2369
Test03_OK_chg,충전,OK,427,0,0,0.764466
Test03_OK_chg,충전,OK,428,0,0,0.095303
Test03_OK_chg,충전,OK,429,0,0,0.885353
Test03_OK_chg,충전,OK,430,0,0,1.794543
Test03_OK_chg,충전,OK,431,0,0,1.904193
Test03_OK_chg,충전,OK,432,0,0,1.690006
Test03_OK_chg,충전,OK,433,0,0,2.034816
Test03_OK_chg,충전,OK,434,0,0,0.864253
Test03_OK_chg,충전,OK,435,0,0,0.689648
Test03_OK_chg,충전,OK,436,0,0,0.104892
Test03_OK_chg,충전,OK,437,0,0,0.329404
Test03_OK_chg,충전,OK,438,0,0,1.543772
Test03_OK_chg,충전,OK,439,0,0,1.074162
Test03_OK_chg,충전,OK,440,0,0,1.382594
Test03_OK_chg,충전,OK,441,0,0,3.781473
Test03_OK_chg,충전,OK,442,0,0,2.361587
Test03_OK_chg,충전,OK,443,0,0,1.981913
Test03_OK_chg,충전,OK,444,0,0,0.531376
Test03_OK_chg,충전,OK,445,0,0,1.253625
Test03_OK_chg,충전,OK,446,0,0,0.413115
Test03_OK_chg,충전,OK,447,0,0,1.1125
Test03_OK_chg,충전,OK,448,0,0,1.079032
Test03_OK_chg,충전,OK,449,0,0,0.559459
Test03_OK_chg,충전,OK,450,0,0,3.024437
Test03_OK_chg,충전,OK,451,0,0,1.935977
Test03_OK_chg,충전,OK,452,0,0,0.749868
Test03_OK_chg,충전,OK,453,0,0,0.69522
Test03_OK_chg,충전,OK,454,0,0,2.237481
Test03_OK_chg,충전,OK,455,0,0,0.343434
Test03_OK_chg,충전,OK,456,0,0,0.481537
Test03_OK_chg,충전,OK,457,0,0,0.84546
Test03_OK_chg,충전,OK,458,0,0,0.144883
Test03_OK_chg,충전,OK,459,0,0,1.20415
Test03_OK_chg,충전,OK,460,0,0,0.909078
Test03_OK_chg,충전,OK,461,0,0,1.024357
Test03_OK_chg,충전,OK,462,0,0,0.492585
Test03_OK_chg,충전,OK,463,0,0,1.42657
Test03_OK_chg,충전,OK,464,0,0,1.816024
Test03_OK_chg,충전,OK,465,0,0,1.320455
Test03_OK_chg,충전,OK,466,0,0,0.091758
Test03_OK_chg,충전,OK,467,0,0,0.281279
Test03_OK_chg,충전,OK,468,0,0,0.300607
Test03_OK_chg,충전,OK,469,0,0,3.421948
Test03_OK_chg,충전,OK,470,0,0,1.805284
Test03_OK_chg,충전,OK,471,0,0,3.442062
Test03_OK_chg,충전,OK,472,0,0,0.833671
Test03_OK_chg,충전,OK,473,0,0,0.993453
Test03_OK_chg,충전,OK,474,0,0,1.846143
Test03_OK_chg,충전,OK,475,0,0,2.481945
Test03_OK_chg,충전,OK,476,0,0,0.999196
Test03_OK_chg,충전,OK,477,0,0,0.257081
Test03_OK_chg,충전,OK,478,0,0,0.175706
Test03_OK_chg,충전,OK,479,0,0,1.28993
Test03_OK_chg,충전,OK,480,0,0,0.173779
Test03_OK_chg,충전,OK,481,0,0,0.55432
Test03_OK_chg,충전,OK,482,0,0,0.815855
Test03_OK_chg,충전,OK,483,0,0,0.337695
Test03_OK_chg,충전,OK,484,0,0,0.724822
Test03_OK_chg,충전,OK,485,0,0,2.232216
Test03_OK_chg,충전,OK,486,0,0,1.198427
Test03_OK_chg,충전,OK,487,0,0,1.894443
Test03_OK_chg,충전,OK,488,0,0,0.601206
Test03_OK_chg,충전,OK,489,0,0,0.525637
Test03_OK_chg,충전,OK,490,0,0,0.251081
Test03_OK_chg,충전,OK,491,0,0,0.245714
Test03_OK_chg,충전,OK,492,0,0,1.189464
Test03_OK_chg,충전,OK,493,0,0,0.612454
Test03_OK_chg,충전,OK,494,0,0,2.564483
Test03_OK_chg,충전,OK,495,0,0,1.140827
Test03_OK_chg,충전,OK,496,0,0,0.629034
Test03_OK_chg,충전,OK,497,0,0,1.238153
Test03_OK_chg,충전,OK,498,0,0,0.373143
Test03_OK_chg,충전,OK,499,0,0,1.873599
Test03_OK_chg,충전,OK,500,0,0,0.74154
Test03_OK_chg,충전,OK,501,0,0,2.494318
Test03_OK_chg,충전,OK,502,0,0,2.818402
Test03_OK_chg,충전,OK,503,0,0,0.758185
Test03_OK_chg,충전,OK,504,0,0,2.545161
Test03_OK_chg,충전,OK,505,0,0,1.143468
Test03_OK_chg,충전,OK,506,0,0,0.279389
Test03_OK_chg,충전,OK,507,0,0,0.664125
Test03_OK_chg,충전,OK,508,0,0,0.514732
Test03_OK_chg,충전,OK,509,0,0,2.150457
Test03_OK_chg,충전,OK,510,0,0,2.942452
Test03_OK_chg,충전,OK,511,0,0,1.957341
Test03_OK_chg,충전,OK,512,0,0,0.574267
Test03_OK_chg,충전,OK,513,0,0,0.945863
Test03_OK_chg,충전,OK,514,0,0,1.26141
Test03_OK_chg,충전,OK,515,0,0,0.266047
