파일,충방전,판정,시점,label,예측,이상확률
Test03_OK_chg,충전,OK,204,0,0,0.0568
Test03_OK_chg,충전,OK,205,0,0,0.1501
Test03_OK_chg,충전,OK,206,0,0,0.1542
Test03_OK_chg,충전,OK,207,0,0,0.0548
Test03_OK_chg,충전,OK,208,0,0,0.1599
Test03_OK_chg,충전,OK,209,0,0,0.1944
Test03_OK_chg,충전,OK,210,0,0,0.1687
Test03_OK_chg,충전,OK,211,0,0,0.0561
Test03_OK_chg,충전,OK,212,0,0,0.0545
Test03_OK_chg,충전,OK,213,0,0,0.1715
Test03_OK_chg,충전,OK,214,0,0,0.2078
Test03_OK_chg,충전,OK,215,0,0,0.0394
Test03_OK_chg,충전,OK,216,0,0,0.0343
Test03_OK_chg,충전,OK,217,0,0,0.0514
Test03_OK_chg,충전,OK,218,0,0,0.1159
Test03_OK_chg,충전,OK,219,0,0,0.0105
Test03_OK_chg,충전,OK,220,0,0,0.0037
Test03_OK_chg,충전,OK,221,0,0,0.0182
Test03_OK_chg,충전,OK,222,0,0,0.1747
Test03_OK_chg,충전,OK,223,0,0,0.1266
Test03_OK_chg,충전,OK,224,0,0,0.0342
Test03_OK_chg,충전,OK,225,0,0,0.0343
Test03_OK_chg,충전,OK,226,0,0,0.0421
Test03_OK_chg,충전,OK,227,0,0,0.0344
Test03_OK_chg,충전,OK,228,0,0,0.0365
Test03_OK_chg,충전,OK,229,0,0,0.0475
Test03_OK_chg,충전,OK,230,0,0,0.0054
Test03_OK_chg,충전,OK,231,0,0,0.0054
Test03_OK_chg,충전,OK,232,0,0,0.0149
Test03_OK_chg,충전,OK,233,0,0,0.0341
Test03_OK_chg,충전,OK,234,0,0,0.0473
Test03_OK_chg,충전,OK,235,0,0,0.049
Test03_OK_chg,충전,OK,236,0,0,0.0502
Test03_OK_chg,충전,OK,237,0,0,0.0362
Test03_OK_chg,충전,OK,238,0,0,0.0056
Test03_OK_chg,충전,OK,239,0,0,0.0182
Test03_OK_chg,충전,OK,240,0,0,0.0056
Test03_OK_chg,충전,OK,241,0,0,0.1035
Test03_OK_chg,충전,OK,242,0,0,0.1114
Test03_OK_chg,충전,OK,243,0,0,0.0268
Test03_OK_chg,충전,OK,244,0,0,0.0433
Test03_OK_chg,충전,OK,245,0,0,0.0282
Test03_OK_chg,충전,OK,246,0,0,0.0168
Test03_OK_chg,충전,OK,247,0,0,0.0371
Test03_OK_chg,충전,OK,248,0,0,0.0253
Test03_OK_chg,충전,OK,249,0,0,0.0146
Test03_OK_chg,충전,OK,250,0,0,0.0106
Test03_OK_chg,충전,OK,251,0,0,0.0264
Test03_OK_chg,충전,OK,252,0,0,0.0912
Test03_OK_chg,충전,OK,253,0,0,0.0268
Test03_OK_chg,충전,OK,254,0,0,0.0264
Test03_OK_chg,충전,OK,255,0,0,0.0325
Test03_OK_chg,충전,OK,256,0,0,0.0278
Test03_OK_chg,충전,OK,257,0,0,0.0148
Test03_OK_chg,충전,OK,258,0,0,0.0054
Test03_OK_chg,충전,OK,259,0,0,0.0486
Test03_OK_chg,충전,OK,260,0,0,0.0434
Test03_OK_chg,충전,OK,261,0,0,0.0359
Test03_OK_chg,충전,OK,262,0,0,0.0264
Test03_OK_chg,충전,OK,263,0,0,0.0257
Test03_OK_chg,충전,OK,264,0,0,0.0146
Test03_OK_chg,충전,OK,265,0,0,0.0501
Test03_OK_chg,충전,OK,266,0,0,0.0363
Test03_OK_chg,충전,OK,267,0,0,0.0159
Test03_OK_chg,충전,OK,268,0,0,0.0182
Test03_OK_chg,충전,OK,269,0,0,0.0253
Test03_OK_chg,충전,OK,270,0,0,0.0384
Test03_OK_chg,충전,OK,271,0,0,0.0372
Test03_OK_chg,충전,OK,272,0,0,0.0209
Test03_OK_chg,충전,OK,273,0,0,0.0696
Test03_OK_chg,충전,OK,274,0,0,0.0315
Test03_OK_chg,충전,OK,275,0,0,0.0288
Test03_OK_chg,충전,OK,276,0,0,0.0056
Test03_OK_chg,충전,OK,277,0,0,0.021
Test03_OK_chg,충전,OK,278,0,0,0.031
Test03_OK_chg,충전,OK,279,0,0,0.0747
Test03_OK_chg,충전,OK,280,0,0,0.0314
Test03_OK_chg,충전,OK,281,0,0,0.1031
Test03_OK_chg,충전,OK,282,0,0,0.0168
Test03_OK_chg,충전,OK,283,0,0,0.0286
Test03_OK_chg,충전,OK,284,0,0,0.0312
Test03_OK_chg,충전,OK,285,0,0,0.0146
Test03_OK_chg,충전,OK,286,0,0,0.0159
Test03_OK_chg,충전,OK,287,0,0,0.0106
Test03_OK_chg,충전,OK,288,0,0,0.0216
Test03_OK_chg,충전,OK,289,0,0,0.024
Test03_OK_chg,충전,OK,290,0,0,0.0227
Test03_OK_chg,충전,OK,291,0,0,0.0054
Test03_OK_chg,충전,OK,292,0,0,0.0244
Test03_OK_chg,충전,OK,293,0,0,0.0187
Test03_OK_chg,충전,OK,294,0,0,0.011
Test03_OK_chg,충전,OK,295,0,0,0.0184
Test03_OK_chg,충전,OK,296,0,0,0.0328
Test03_OK_chg,충전,OK,297,0,0,0.0369
Test03_OK_chg,충전,OK,298,0,0,0.0347
Test03_OK_chg,충전,OK,299,0,0,0.0288
Test03_OK_chg,충전,OK,300,0,0,0.0148
Test03_OK_chg,충전,OK,301,0,0,0.0505
Test03_OK_chg,충전,OK,302,0,0,0.0056
Test03_OK_chg,충전,OK,303,0,0,0.0121
Test03_OK_chg,충전,OK,304,0,0,0.0316
Test03_OK_chg,충전,OK,305,0,0,0.0056
Test03_OK_chg,충전,OK,306,0,0,0.0144
Test03_OK_chg,충전,OK,307,0,0,0.0472
Test03_OK_chg,충전,OK,308,0,0,0.0886
Test03_OK_chg,충전,OK,309,0,0,0.0227
Test03_OK_chg,충전,OK,310,0,0,0.0056
Test03_OK_chg,충전,OK,311,0,0,0.048
Test03_OK_chg,충전,OK,312,0,0,0.0056
Test03_OK_chg,충전,OK,313,0,0,0.0309
Test03_OK_chg,충전,OK,314,0,0,0.0424
Test03_OK_chg,충전,OK,315,0,0,0.0562
Test03_OK_chg,충전,OK,316,0,0,0.1138
Test03_OK_chg,충전,OK,317,0,0,0.0277
Test03_OK_chg,충전,OK,318,0,0,0.1014
Test03_OK_chg,충전,OK,319,0,0,0.0146
Test03_OK_chg,충전,OK,320,0,0,0.0056
Test03_OK_chg,충전,OK,321,0,0,0.0228
Test03_OK_chg,충전,OK,322,0,0,0.0393
Test03_OK_chg,충전,OK,323,0,0,0.011
Test03_OK_chg,충전,OK,324,0,0,0.02
Test03_OK_chg,충전,OK,325,0,0,0.0897
Test03_OK_chg,충전,OK,326,0,0,0.0531
Test03_OK_chg,충전,OK,327,0,0,0.0214
Test03_OK_chg,충전,OK,328,0,0,0.0276
Test03_OK_chg,충전,OK,329,0,0,0.0809
Test03_OK_chg,충전,OK,330,0,0,0.0646
Test03_OK_chg,충전,OK,331,0,0,0.0534
Test03_OK_chg,충전,OK,332,0,0,0.0339
Test03_OK_chg,충전,OK,333,0,0,0.0054
Test03_OK_chg,충전,OK,334,0,0,0.0216
Test03_OK_chg,충전,OK,335,0,0,0.0302
Test03_OK_chg,충전,OK,336,0,0,0.2395
Test03_OK_chg,충전,OK,337,0,0,0.0386
Test03_OK_chg,충전,OK,338,0,0,0.0056
Test03_OK_chg,충전,OK,339,0,0,0.0056
Test03_OK_chg,충전,OK,340,0,0,0.0106
Test03_OK_chg,충전,OK,341,0,0,0.066
Test03_OK_chg,충전,OK,342,0,0,0.0226
Test03_OK_chg,충전,OK,343,0,0,0.0146
Test03_OK_chg,충전,OK,344,0,0,0.0012
Test03_OK_chg,충전,OK,345,0,0,0.0146
Test03_OK_chg,충전,OK,346,0,0,0.0692
Test03_OK_chg,충전,OK,347,0,0,0.0121
Test03_OK_chg,충전,OK,348,0,0,0.0598
Test03_OK_chg,충전,OK,349,0,0,0.0121
Test03_OK_chg,충전,OK,350,0,0,0.0282
Test03_OK_chg,충전,OK,351,0,0,0.0314
Test03_OK_chg,충전,OK,352,0,0,0.0259
Test03_OK_chg,충전,OK,353,0,0,0.001
Test03_OK_chg,충전,OK,354,0,0,0.021
Test03_OK_chg,충전,OK,355,0,0,0.0054
Test03_OK_chg,충전,OK,356,0,0,0.0182
Test03_OK_chg,충전,OK,357,0,0,0.0056
Test03_OK_chg,충전,OK,358,0,0,0.0054
Test03_OK_chg,충전,OK,359,0,0,0.0144
Test03_OK_chg,충전,OK,360,0,0,0.0193
Test03_OK_chg,충전,OK,361,0,0,0.0009
Test03_OK_chg,충전,OK,362,0,0,0.0048
Test03_OK_chg,충전,OK,363,0,0,0.018
Test03_OK_chg,충전,OK,364,0,0,0.0014
Test03_OK_chg,충전,OK,365,0,0,0.0463
Test03_OK_chg,충전,OK,366,0,0,0.0146
Test03_OK_chg,충전,OK,367,0,0,0.0056
Test03_OK_chg,충전,OK,368,0,0,0.0125
Test03_OK_chg,충전,OK,369,0,0,0.0021
Test03_OK_chg,충전,OK,370,0,0,0.0011
Test03_OK_chg,충전,OK,371,0,0,0.0123
Test03_OK_chg,충전,OK,372,0,0,0.0017
Test03_OK_chg,충전,OK,373,0,0,0.0052
Test03_OK_chg,충전,OK,374,0,0,0.0145
Test03_OK_chg,충전,OK,375,0,0,0.0145
Test03_OK_chg,충전,OK,376,0,0,0.0503
Test03_OK_chg,충전,OK,377,0,0,0.0393
Test03_OK_chg,충전,OK,378,0,0,0.0011
Test03_OK_chg,충전,OK,379,0,0,0.0125
Test03_OK_chg,충전,OK,380,0,0,0.0074
Test03_OK_chg,충전,OK,381,0,0,0.0015
Test03_OK_chg,충전,OK,382,0,0,0.0009
Test03_OK_chg,충전,OK,383,0,0,0.0984
Test03_OK_chg,충전,OK,384,0,0,0.051
Test03_OK_chg,충전,OK,385,0,0,0.0322
Test03_OK_chg,충전,OK,386,0,0,0.023
Test03_OK_chg,충전,OK,387,0,0,0.002
Test03_OK_chg,충전,OK,388,0,0,0.0115
Test03_OK_chg,충전,OK,389,0,0,0.0056
Test03_OK_chg,충전,OK,390,0,0,0.0017
Test03_OK_chg,충전,OK,391,0,0,0.0048
Test03_OK_chg,충전,OK,392,0,0,0.0015
Test03_OK_chg,충전,OK,393,0,0,0.0133
Test03_OK_chg,충전,OK,394,0,0,0.0067
Test03_OK_chg,충전,OK,395,0,0,0.0098
Test03_OK_chg,충전,OK,396,0,0,0.0181
Test03_OK_chg,충전,OK,397,0,0,0.0027
Test03_OK_chg,충전,OK,398,0,0,0.0019
Test03_OK_chg,충전,OK,399,0,0,0.0008
Test03_OK_chg,충전,OK,400,0,0,0.0451
Test03_OK_chg,충전,OK,401,0,0,0.0265
Test03_OK_chg,충전,OK,402,0,0,0.0423
Test03_OK_chg,충전,OK,403,0,0,0.0012
Test03_OK_chg,충전,OK,404,0,0,0.0012
Test03_OK_chg,충전,OK,405,0,0,0.0123
Test03_OK_chg,충전,OK,406,0,0,0.0046
Test03_OK_chg,충전,OK,407,0,0,0.0012
Test03_OK_chg,충전,OK,408,0,0,0.0157
Test03_OK_chg,충전,OK,409,0,0,0.0205
Test03_OK_chg,충전,OK,410,0,0,0.0009
Test03_OK_chg,충전,OK,411,0,0,0.0046
Test03_OK_chg,충전,OK,412,0,0,0.0049
Test03_OK_chg,충전,OK,413,0,0,0.0015
Test03_OK_chg,충전,OK,414,0,0,0.003
Test03_OK_chg,충전,OK,415,0,0,0.0009
Test03_OK_chg,충전,OK,416,0,0,0.0011
Test03_OK_chg,충전,OK,417,0,0,0.0021
Test03_OK_chg,충전,OK,418,0,0,0.0152
Test03_OK_chg,충전,OK,419,0,0,0.0101
Test03_OK_chg,충전,OK,420,0,0,0.0015
Test03_OK_chg,충전,OK,421,0,0,0.001
Test03_OK_chg,충전,OK,422,0,0,0.0015
Test03_OK_chg,충전,OK,423,0,0,0.0211
Test03_OK_chg,충전,OK,424,0,0,0.0008
Test03_OK_chg,충전,OK,425,0,0,0.0015
Test03_OK_chg,충전,OK,426,0,0,0.0123
Test03_OK_chg,충전,OK,427,0,0,0.0012
Test03_OK_chg,충전,OK,428,0,0,0.0009
Test03_OK_chg,충전,OK,429,0,0,0.0124
Test03_OK_chg,충전,OK,430,0,0,0.0095
Test03_OK_chg,충전,OK,431,0,0,0.0098
Test03_OK_chg,충전,OK,432,0,0,0.003
Test03_OK_chg,충전,OK,433,0,0,0.0021
Test03_OK_chg,충전,OK,434,0,0,0.0012
Test03_OK_chg,충전,OK,435,0,0,0.0045
Test03_OK_chg,충전,OK,436,0,0,0.0087
Test03_OK_chg,충전,OK,437,0,0,0.0013
Test03_OK_chg,충전,OK,438,0,0,0.0106
Test03_OK_chg,충전,OK,439,0,0,0.0037
Test03_OK_chg,충전,OK,440,0,0,0.0044
Test03_OK_chg,충전,OK,441,0,0,0.0029
Test03_OK_chg,충전,OK,442,0,0,0.0094
Test03_OK_chg,충전,OK,443,0,0,0.0027
Test03_OK_chg,충전,OK,444,0,0,0.0066
Test03_OK_chg,충전,OK,445,0,0,0.0098
Test03_OK_chg,충전,OK,446,0,0,0.003
Test03_OK_chg,충전,OK,447,0,0,0.0013
Test03_OK_chg,충전,OK,448,0,0,0.0013
Test03_OK_chg,충전,OK,449,0,0,0.0147
Test03_OK_chg,충전,OK,450,0,0,0.0352
Test03_OK_chg,충전,OK,451,0,0,0.0011
Test03_OK_chg,충전,OK,452,0,0,0.0119
Test03_OK_chg,충전,OK,453,0,0,0.0018
Test03_OK_chg,충전,OK,454,0,0,0.0009
Test03_OK_chg,충전,OK,455,0,0,0.001
Test03_OK_chg,충전,OK,456,0,0,0.0009
Test03_OK_chg,충전,OK,457,0,0,0.0046
Test03_OK_chg,충전,OK,458,0,0,0.0009
Test03_OK_chg,충전,OK,459,0,0,0.0015
Test03_OK_chg,충전,OK,460,0,0,0.0012
Test03_OK_chg,충전,OK,461,0,0,0.0012
Test03_OK_chg,충전,OK,462,0,0,0.0029
Test03_OK_chg,충전,OK,463,0,0,0.0032
Test03_OK_chg,충전,OK,464,0,0,0.0101
Test03_OK_chg,충전,OK,465,0,0,0.0015
Test03_OK_chg,충전,OK,466,0,0,0.0035
Test03_OK_chg,충전,OK,467,0,0,0.0008
Test03_OK_chg,충전,OK,468,0,0,0.0013
Test03_OK_chg,충전,OK,469,0,0,0.1508
Test03_OK_chg,충전,OK,470,0,0,0.0015
Test03_OK_chg,충전,OK,471,0,0,0.001
Test03_OK_chg,충전,OK,472,0,0,0.0015
Test03_OK_chg,충전,OK,473,0,0,0.0018
Test03_OK_chg,충전,OK,474,0,0,0.0045
Test03_OK_chg,충전,OK,475,0,0,0.0045
Test03_OK_chg,충전,OK,476,0,0,0.0012
Test03_OK_chg,충전,OK,477,0,0,0.0009
Test03_OK_chg,충전,OK,478,0,0,0.003
Test03_OK_chg,충전,OK,479,0,0,0.0015
Test03_OK_chg,충전,OK,480,0,0,0.0013
Test03_OK_chg,충전,OK,481,0,0,0.0046
Test03_OK_chg,충전,OK,482,0,0,0.0012
Test03_OK_chg,충전,OK,483,0,0,0.0015
Test03_OK_chg,충전,OK,484,0,0,0.0073
Test03_OK_chg,충전,OK,485,0,0,0.0149
Test03_OK_chg,충전,OK,486,0,0,0.0146
Test03_OK_chg,충전,OK,487,0,0,0.009
Test03_OK_chg,충전,OK,488,0,0,0.0025
Test03_OK_chg,충전,OK,489,0,0,0.001
Test03_OK_chg,충전,OK,490,0,0,0.0015
Test03_OK_chg,충전,OK,491,0,0,0.0032
Test03_OK_chg,충전,OK,492,0,0,0.0008
Test03_OK_chg,충전,OK,493,0,0,0.0011
Test03_OK_chg,충전,OK,494,0,0,0.0556
Test03_OK_chg,충전,OK,495,0,0,0.0035
Test03_OK_chg,충전,OK,496,0,0,0.0042
Test03_OK_chg,충전,OK,497,0,0,0.0403
Test03_OK_chg,충전,OK,498,0,0,0.001
Test03_OK_chg,충전,OK,499,0,0,0.0011
Test03_OK_chg,충전,OK,500,0,0,0.001
Test03_OK_chg,충전,OK,501,0,0,0.0014
Test03_OK_chg,충전,OK,502,0,0,0.0045
Test03_OK_chg,충전,OK,503,0,0,0.0015
Test03_OK_chg,충전,OK,504,0,0,0.0099
Test03_OK_chg,충전,OK,505,0,0,0.0099
Test03_OK_chg,충전,OK,506,0,0,0.0029
Test03_OK_chg,충전,OK,507,0,0,0.0194
Test03_OK_chg,충전,OK,508,0,0,0.0129
Test03_OK_chg,충전,OK,509,0,0,0.0056
Test03_OK_chg,충전,OK,510,0,0,0.0011
Test03_OK_chg,충전,OK,511,0,0,0.0045
Test03_OK_chg,충전,OK,512,0,0,0.0101
Test03_OK_chg,충전,OK,513,0,0,0.0282
Test03_OK_chg,충전,OK,514,0,0,0.0035
Test03_OK_chg,충전,OK,515,0,0,0.0021
Test03_OK_chg,충전,OK,516,0,0,0.0147
Test03_OK_chg,충전,OK,517,0,0,0.0103
